state,country,shape,latitude,longitude 
ms,us,other,34.2477778,-88.9986111
va,us,other,37.5058333,-77.6494444
ms,us,other,34.2477778,-88.9986111
ut,us,fireball,40.2969444,-111.6938889
ut,us,fireball,40.2338889,-111.6577778
oh,us,unknown,39.1619444,-84.4569444
ar,,triangle,35.223141,-93.157953
ca,us,changing,34.4208333,-119.6972222
il,us,light,41.9125,-88.1347222
wi,us,,43.0494444,-88.0075
tx,us,cylinder,30.4752778,-98.1561111
oh,us,other,39.0541667,-84.0530556
wa,us,circle,47.7883333,-122.3075
wy,us,light,41.5875,-109.2022222
ks,us,flash,37.6922222,-97.3372222
ca,us,unknown,37.5958333,-122.0180556
ca,us,light,33.9533333,-117.3952778
nv,us,cylinder,36.0397222,-114.9811111
,,unknown,36.0443,14.251222
,gb,light,51.514125,-0.093689
co,us,light,39.6402778,-106.3736111
,au,light,-24.866211,152.3479
ri,us,triangle,41.9666667,-71.4333333
il,us,light,41.85,-87.65
la,,disk,30.450478,-93.433219
ca,us,light,37.6941667,-122.0852778
tx,us,circle,32.7833333,-96.8
co,us,light,39.7294444,-104.8313889
wa,us,other,48.0797222,-123.1005556
fl,us,unknown,28.5380556,-81.3794444
fl,us,triangle,26.0027778,-80.2241667
ca,us,rectangle,33.8302778,-116.5444444
fl,us,sphere,30.1763889,-85.8055556
wa,us,oval,47.2344444,-119.8513889
az,,unknown,34.048928,-111.093731
ia,us,sphere,41.4588889,-93.0355556
tx,us,sphere,27.8002778,-97.3961111
ca,us,sphere,34.2783333,-119.2922222
nv,us,light,36.175,-115.1363889
ca,us,fireball,34.0522222,-118.2427778
sc,us,fireball,33.3697222,-80.8372222
ar,,light,33.003721,-82.408594
ga,us,light,32.59,-81.5041667
ms,us,circle,34.2575,-88.7033333
me,us,fireball,44.7444444,-68.8375
mi,,changing,42.24115,-83.612994
tx,us,oval,32.2205556,-98.2019444
la,us,circle,29.9544444,-90.075
ga,us,unknown,34.7697222,-84.9702778
ma,us,formation,42.1013889,-72.5902778
fl,us,flash,25.7738889,-80.1938889
pa,us,teardrop,39.9625,-76.7280556
ca,us,changing,34.0522222,-118.2427778
ab,,circle,53.832193,-110.402059
tx,us,fireball,29.4238889,-98.4933333
ga,us,formation,34.9158333,-85.1091667
tx,us,rectangle,32.2205556,-98.2019444
tx,us,oval,32.2205556,-98.2019444
ca,us,triangle,33.7222222,-116.3736111
tx,us,formation,30.9469444,-97.5383333
tx,us,oval,32.2205556,-98.2019444
tx,us,other,30.6647222,-97.9222222
fl,us,light,28.5380556,-81.3794444
tx,,light,31.968599,-99.901813
mn,us,triangle,44.8508333,-93.7866667
tx,us,unknown,30.6647222,-97.9222222
ca,us,triangle,37.3394444,-121.8938889
tx,us,circle,32.895,-97.5455556
,,circle,53.438116,0.109506
tx,us,other,28.6905556,-95.9672222
,,light,52.97894,-0.026577
ca,us,light,34.1063889,-117.5922222
wi,us,light,44.0247222,-88.5425
mo,us,rectangle,38.6175,-90.3491667
sc,us,sphere,33.8169444,-81.1011111
nc,us,disk,34.3188889,-78.5002778
ca,us,unknown,39.3716667,-121.205
nc,us,light,35.4736111,-81.2547222
tx,us,chevron,32.7252778,-97.3205556
tx,us,unknown,30.0969444,-95.6158333
hi,,light,21.335391,-158.056896
fl,us,fireball,27.2936111,-80.3505556
co,us,triangle,40.015,-105.27
tx,us,oval,26.3013889,-98.1630556
fl,us,cone,26.5625,-81.9497222
fl,us,oval,29.1380556,-80.9958333
ak,us,light,58.3019444,-134.4197222
fl,us,changing,26.5625,-81.9497222
md,us,formation,39.3638889,-76.4525
nc,us,fireball,35.0525,-83.1969444
,,disk,12.916517,79.132499
fl,us,circle,29.1869444,-82.1402778
ar,us,light,34.5861111,-94.2394444
ar,us,cylinder,35.2783333,-93.1336111
,,light,51.921667,4.481111
tn,us,changing,35.8455556,-86.3902778
ri,us,fireball,41.3775,-71.8277778
mn,us,triangle,45.5727778,-93.2241667
va,us,light,37.9508333,-78.2466667
fl,us,circle,28.3858333,-80.7422222
pa,,cone,40.130382,-75.514913
nh,us,triangle,43.5680556,-71.0305556
mo,us,light,39.195,-94.6819444
ca,us,sphere,38.3566667,-121.9866667
ct,us,light,41.4825,-73.41
ne,us,light,41.1544444,-96.0419444
ct,us,fireball,41.1669444,-73.2052778
,gb,other,51.266667,-0.083333
tn,us,fireball,35.1997222,-87.0308333
ct,us,fireball,41.1669444,-73.2052778
ct,us,oval,41.6977778,-72.7241667
ny,us,light,40.8558333,-73.2011111
mi,us,formation,43.1775,-83.7341667
vt,us,diamond,44.2508333,-72.7613889
wi,us,triangle,43.1633333,-87.9644444
ca,us,fireball,38.5816667,-121.4933333
ok,us,unknown,35.7477778,-95.3694444
sd,us,triangle,43.55,-96.7
ca,us,disk,34.0211111,-118.3955556
nc,us,triangle,36.1055556,-79.5425
mo,us,cigar,37.3058333,-89.5180556
me,us,light,44.9341667,-68.6458333
sc,us,fireball,34.9247222,-81.0252778
sc,us,light,33.9383333,-78.7333333
ut,us,fireball,40.8894444,-111.88
ga,us,unknown,31.1997222,-83.8736111
ny,us,triangle,42.085,-76.0541667
bc,ca,fireball,49.25,-123.133333
or,us,changing,44.9902778,-123.025
oh,us,other,39.9611111,-82.9988889
wi,us,light,42.9802778,-88.6311111
wi,us,formation,43.7730556,-88.4469444
wi,us,unknown,43.8441667,-88.96
wi,us,light,43.8836111,-89.4933333
nj,us,cigar,40.6366667,-74.9102778
wi,us,light,43.4277778,-89.15
wi,us,formation,43.0730556,-89.4011111
id,us,sphere,43.5197222,-114.3144444
nc,,circle,36.119859,-80.073653
ca,us,circle,34.1222222,-117.5972222
ca,us,changing,33.0369444,-117.2911111
pa,us,circle,41.5736111,-75.5022222
ca,us,circle,34.2572222,-118.6002778
ca,us,circle,34.1705556,-118.8366667
fl,us,disk,24.5552778,-81.7827778
ct,us,triangle,41.9038889,-72.4702778
ny,us,,43.1433333,-77.1894444
fl,us,,26.9758333,-82.0908333
md,us,,39.0838889,-77.1530556
pa,us,triangle,40.2452778,-75.65
fl,us,light,26.5625,-81.9497222
tx,us,fireball,29.8897222,-98.425
,,rectangle,32.514947,-117.038247
mo,us,light,38.6272222,-90.1977778
fl,us,light,27.4122222,-82.6591667
,au,triangle,-37.813938,144.963425
,,unknown,21.161908,-86.851528
nv,,light,36.115131,-115.17275
,gb,light,52.166667,-2.166667
ca,us,sphere,34.0522222,-118.2427778
ga,us,circle,32.3361111,-81.3916667
co,us,fireball,39.0638889,-108.55
me,us,light,43.4391667,-70.7747222
,,rectangle,54.913811,9.792178
pa,us,cone,41.2411111,-77.0013889
ia,us,sphere,43.3727778,-95.1236111
wi,us,changing,45.1230556,-92.5363889
,gb,circle,52.833333,-2
nj,us,circle,40.8263889,-74.1072222
,au,disk,-37.813938,144.963425
ga,us,circle,34.2827778,-84.7452778
hi,,light,20.999905,-156.667884
oh,us,cigar,40.0580556,-82.4013889
il,us,oval,42.2347222,-88.9488889
il,us,light,42.2966667,-89.6211111
or,us,teardrop,44.0463889,-123.0208333
bc,ca,light,48.783333,-123.7
,au,triangle,-34.45002,150.445724
tx,us,teardrop,29.5613889,-98.2266667
sc,us,sphere,34.7730556,-80.3919444
fl,us,light,27.7177778,-82.3519444
mt,us,fireball,48.55,-109.6833333
wa,us,light,47.9130556,-122.0969444
ny,us,cylinder,40.8788889,-73.1572222
oh,us,cigar,38.7316667,-82.9977778
tx,us,light,32.9544444,-97.0147222
pa,us,unknown,40.8358333,-78.8766667
ca,us,triangle,34.4263889,-117.3
mt,us,formation,46.0038889,-112.5338889
ca,us,light,33.6125,-117.7119444
ma,us,egg,42.2625,-71.8027778
az,us,circle,34.8697222,-111.7602778
,gb,triangle,52.55,-1.533333
oh,us,formation,39.7155556,-82.9530556
,,circle,13.559959,-89.260975
ca,us,fireball,37.8772222,-122.1786111
,,cone,12.971599,77.594563
ma,us,other,41.9375,-70.0333333
ca,us,fireball,33.9191667,-118.4155556
ca,us,unknown,33.8847222,-118.41
az,us,triangle,33.4222222,-111.8219444
mo,us,other,39.2038889,-94.5544444
mi,us,sphere,42.6388889,-83.2911111
ky,us,circle,38.1838889,-83.4327778
fl,us,flash,25.7738889,-80.1938889
ks,us,triangle,37.8172222,-96.8619444
ny,us,unknown,40.7138889,-73.5594444
ok,us,unknown,36.1538889,-95.9925
tx,us,circle,28.835,-95.6644444
or,us,light,45.3841667,-122.7627778
ga,us,diamond,30.8325,-83.2786111
co,us,other,38.9458333,-105.2888889
ca,us,cylinder,37.6819444,-121.7669444
nj,us,oval,40.6408333,-74.3111111
tn,us,circle,35.1494444,-90.0488889
ok,us,cigar,35.6233333,-95.9602778
tx,us,disk,29.4238889,-98.4933333
ca,us,light,34.6980556,-118.1358333
in,us,other,40.0483333,-86.4691667
ny,us,unknown,43.0797222,-78.0641667
il,us,triangle,40.4841667,-88.9936111
,,changing,51.360163,1.432038
ca,us,light,34.0522222,-118.2427778
al,us,other,34.7302778,-86.5861111
fl,us,light,26.7052778,-80.0366667
fl,us,unknown,29.5916667,-82.0875
ms,us,formation,34.9888889,-90.0125
pa,us,other,39.9522222,-75.1641667
ar,us,flash,34.6294444,-92.4411111
ga,us,circle,34.3380556,-84.3766667
,,fireball,-6.8,39.283333
,gb,light,50.7967,-1.083333
ri,,oval,41.82052,-71.512617
nj,us,diamond,40.4155556,-74.1913889
or,us,light,45.5236111,-122.675
az,us,light,33.5386111,-112.1852778
on,ca,disk,42.983333,-81.25
nj,,other,40.057838,-74.137183
,gb,fireball,51.782296,-1.314047
wi,us,light,44.1994444,-87.7213889
nj,us,light,40.5575,-74.285
wa,us,cylinder,47.6063889,-122.3308333
ca,us,sphere,33.9472222,-118.0844444
mi,us,formation,42.1666667,-83.7816667
ny,us,light,42.8863889,-78.8786111
hi,,light,21.335391,-158.056896
ky,us,unknown,37.0833333,-88.6
or,us,circle,44.3530556,-121.1766667
nc,us,circle,35.7211111,-77.9158333
wa,us,flash,48.4213889,-122.3327778
ca,us,light,37.9319444,-121.6947222
ar,us,circle,34.7463889,-92.2894444
nj,us,unknown,39.3641667,-74.4233333
ny,us,circle,40.7791667,-72.9158333
ny,,oval,41.787571,-73.677166
ct,us,triangle,41.4825,-73.41
fl,us,disk,30.4211111,-87.2169444
ca,us,unknown,35.6225,-117.67
oh,us,triangle,39.9611111,-82.9988889
ct,us,fireball,41.4813889,-73.2136111
id,us,light,42.8122222,-114.8977778
wa,,sphere,47.480987,-118.254419
ga,us,sphere,31.5783333,-84.1558333
,,formation,-33.899808,151.184523
ca,,chevron,38.414444,-122.373889
ms,us,,32.3413889,-90.3216667
ca,us,disk,34.1808333,-118.3080556
wi,us,unknown,45.7763889,-92.6825
wi,us,disk,43.0116667,-88.2313889
ia,us,light,41.8316667,-90.8380556
ia,us,light,41.8316667,-90.8380556
or,us,unknown,42.3266667,-122.8744444
,gb,circle,51.65,-0.266667
,gb,oval,56.166667,-3.75
fl,us,unknown,28.8002778,-81.2733333
or,us,circle,45.3575,-122.6055556
fl,us,other,25.9327778,-80.1627778
fl,us,unknown,27.9472222,-82.4586111
ca,us,other,34.0522222,-118.2427778
ca,,other,36.778261,-119.417932
oh,us,fireball,39.8208333,-84.0194444
sc,us,sphere,33.0183333,-80.1758333
la,us,triangle,29.9838889,-90.1527778
ca,us,sphere,33.7358333,-118.2913889
ut,us,diamond,40.8894444,-111.88
ca,us,,33.6602778,-117.9983333
az,us,light,33.5091667,-111.8983333
,gb,changing,51.514125,-0.093689
az,us,sphere,33.4483333,-112.0733333
ny,us,disk,42.0986111,-75.9183333
oh,us,disk,41.1536111,-81.3580556
ca,us,disk,34.0522222,-118.2427778
tx,us,rectangle,29.7630556,-95.3630556
,,triangle,-22.9083,-43.197077
mt,us,disk,46.5927778,-112.0352778
nc,us,oval,35.4105556,-80.8430556
nh,us,fireball,43.1158333,-72.1975
pa,us,oval,39.8441667,-77.5586111
id,us,triangle,46.4166667,-117.0166667
ca,us,circle,33.94,-118.1316667
or,us,,45.8919444,-123.9602778
or,us,,45.3575,-122.6055556
wa,us,,47.6063889,-122.3308333
,au,other,-23.697479,133.883621
ca,us,fireball,41.31,-122.3094444
ca,us,triangle,34.0522222,-118.2427778
tn,us,light,36.0330556,-86.7827778
ca,us,other,37.3688889,-122.0352778
ct,us,cylinder,41.3947222,-73.4544444
ca,us,sphere,33.5225,-117.7066667
az,us,unknown,32.0766667,-111.3130556
ny,us,oval,41.7672222,-75.0566667
nh,us,light,42.865,-71.3744444
,,light,69.649205,18.955324
az,us,unknown,32.2216667,-110.9258333
al,us,light,34.7302778,-86.5861111
ak,us,sphere,64.7511111,-147.3494444
ca,us,cigar,34.0122222,-117.6880556
on,,sphere,51.270016,-87.353901
ca,us,fireball,32.7152778,-117.1563889
,,triangle,51.594529,-1.234521
wa,us,other,47.6816667,-122.2075
fl,us,fireball,27.8713889,-81.7152778
on,ca,triangle,43.666667,-79.416667
wa,us,circle,47.6063889,-122.3308333
ca,us,fireball,32.7152778,-117.1563889
mn,,triangle,45.443299,-93.589962
pa,,changing,41.24119,-77.001079
tn,,rectangle,35.562755,-83.498498
ab,ca,oval,51.083333,-114.083333
la,us,triangle,30.4783333,-90.0375
in,us,disk,37.9513889,-86.7677778
il,us,formation,42.2711111,-89.0938889
il,us,,42.2711111,-89.0938889
il,us,formation,42.2711111,-89.0938889
il,us,circle,42.2711111,-89.0938889
il,us,fireball,42.2711111,-89.0938889
ca,us,disk,34.6980556,-118.1358333
ca,us,disk,34.6980556,-118.1358333
tx,us,fireball,32.7252778,-97.3205556
,,circle,51.983495,5.742053
wa,us,unknown,47.6794444,-122.8969444
id,us,light,45.9266667,-116.1213889
or,us,sphere,44.6336111,-121.1283333
fl,us,cylinder,29.9477778,-85.4180556
bc,ca,circle,48.783333,-123.7
ca,us,other,34.1083333,-117.2888889
oh,us,other,40.7583333,-82.5155556
mo,us,sphere,37.3602778,-90.6975
,,light,45.859011,-122.815818
ok,us,chevron,36.0525,-95.7905556
ks,us,circle,37.6438889,-98.7372222
ia,us,teardrop,43.2369444,-94.0411111
ny,us,disk,40.7141667,-74.0063889
tx,us,cigar,33.0197222,-96.6986111
pa,,oval,41.42964,-75.652919
nc,us,cigar,35.2269444,-80.8433333
ny,us,light,40.7141667,-74.0063889
ia,us,changing,42.4452778,-94.1255556
nv,us,fireball,39.5297222,-119.8127778
ca,us,circle,38.6786111,-121.7722222
,,light,52.355518,-1.17432
wa,,other,48.759553,-122.488225
wa,us,egg,45.6388889,-122.6602778
wi,us,sphere,43.0116667,-88.2313889
,gb,circle,56.55,-2.583333
tn,us,sphere,36.0330556,-86.7827778
wa,us,unknown,47.6063889,-122.3308333
wa,us,cylinder,47.6063889,-122.3308333
ny,us,formation,43.9525,-73.7288889
al,us,light,32.7847222,-85.3058333
pa,us,formation,40.155,-75.8902778
nj,us,formation,40.5791667,-74.4119444
nc,us,circle,35.3991667,-78.8161111
fl,us,light,26.525,-80.0666667
il,us,light,40.6936111,-89.5888889
va,us,sphere,36.8527778,-75.9783333
on,ca,disk,43.7,-79.566667
pa,us,disk,40.4405556,-79.9961111
ca,,teardrop,37.557164,-121.997195
in,us,triangle,39.2072222,-86.2511111
wv,us,triangle,39.2666667,-81.5616667
,gb,light,51.516667,-0.7
tn,us,light,35.615,-87.0352778
ca,us,egg,33.8752778,-117.5655556
tx,us,cigar,33.6608333,-95.5552778
,gb,circle,51.514125,-0.093689
in,us,unknown,40.0427778,-86.1275
az,us,disk,33.4222222,-111.8219444
mn,us,circle,47.7741667,-96.6077778
nc,us,cigar,36.2558333,-77.9361111
ca,us,egg,35.1216667,-120.6202778
mo,us,light,37.7044444,-91.8663889
,gb,triangle,51.65,-0.2
tx,us,fireball,29.7933333,-100.6744444
ia,us,other,42.0358333,-91.6819444
tn,us,triangle,36.1536111,-83.7825
,gb,circle,51.666667,-3
,gb,circle,53.416667,-3
,gb,fireball,52.466667,-1.916667
ca,us,oval,34.0522222,-118.2427778
ca,us,circle,34.1336111,-117.9066667
mi,us,other,42.5091667,-84.6558333
,gb,flash,54.911944,-1.383333
tn,us,light,36.2522222,-85.9516667
wa,us,unknown,46.6022222,-120.5047222
nj,us,triangle,40.8647222,-74.2586111
mn,us,egg,44.0216667,-92.4697222
mi,us,circle,42.4436111,-82.9069444
tx,us,oval,30.5080556,-97.6786111
ca,us,light,36.7477778,-119.7713889
tn,us,sphere,36.1658333,-86.7844444
oh,,unknown,39.777768,-83.6836
nm,us,light,33.3316667,-105.6725
oh,us,formation,38.6302778,-82.6675
fl,us,sphere,30.2944444,-81.3933333
ca,us,cylinder,35.3733333,-119.0177778
ca,us,other,33.5422222,-117.7822222
wa,us,unknown,47.1719444,-122.5172222
,,triangle,49.662979,6.13324
fl,us,triangle,26.7052778,-80.0366667
pa,,triangle,40.256648,-79.818468
ak,us,diamond,59.2358333,-135.445
fl,us,light,27.8658333,-82.3266667
ca,us,light,37.3394444,-121.8938889
,gb,cone,50.966667,-0.133333
tx,us,light,30.3583333,-103.6605556
fl,us,oval,27.7705556,-82.6794444
ca,us,light,37.0583333,-120.8488889
ny,,triangle,42.083067,-73.983003
ca,us,sphere,37.6688889,-122.0797222
nj,,light,40.330666,-74.120975
ca,us,circle,34.2625,-118.4261111
tn,,triangle,35.860374,-83.5389
oh,us,sphere,41.3705556,-81.0652778
fl,us,oval,30.3319444,-81.6558333
fl,us,fireball,26.9338889,-80.0944444
wi,us,rectangle,42.8886111,-88.0383333
ca,,flash,34.433237,-117.646792
sc,us,other,33.5508333,-79.0416667
oh,,cigar,39.917863,-83.059653
ny,us,diamond,41.6088889,-73.6822222
nc,us,triangle,34.2255556,-77.945
ct,us,triangle,41.5933333,-73.0858333
il,us,fireball,41.8994444,-87.9402778
ma,us,unknown,42.6344444,-71.2463889
,gb,other,51.6,-2.95
nv,us,fireball,36.175,-115.1363889
nv,us,sphere,36.175,-115.1363889
ut,us,oval,37.5736111,-113.7183333
fl,us,unknown,28.6488889,-81.3513889
nv,us,circle,36.175,-115.1363889
il,us,other,41.85,-87.65
nj,,other,39.74,-75.068333
fl,,circle,27.664827,-81.515754
az,us,cigar,33.4483333,-112.0733333
ny,us,other,42.42,-76.8491667
ca,us,teardrop,37.6941667,-122.0852778
md,us,unknown,38.8486111,-76.9241667
ca,us,fireball,38.0280556,-121.8836111
ca,us,fireball,38.3269444,-122.7061111
pa,,triangle,40.286812,-76.723776
,,other,35.026667,33.950278
az,us,unknown,32.2216667,-110.9258333
il,us,light,42.2711111,-89.0938889
il,us,formation,42.2711111,-89.0938889
il,us,fireball,42.2711111,-89.0938889
tx,us,other,29.7630556,-95.3630556
on,,fireball,45.055857,-77.854881
tx,,unknown,33.377071,-93.981296
mo,us,triangle,39.0997222,-94.5783333
fl,us,oval,30.3569444,-87.1638889
mb,,oval,55.135307,-101.097164
ny,us,light,43.0008333,-73.8494444
va,us,sphere,36.8255556,-79.3983333
,gb,formation,51.75,-0.333333
va,us,diamond,36.8527778,-75.9783333
ca,us,other,34.09,-117.8894444
tx,us,unknown,33.6230556,-95.6991667
or,us,disk,45.5236111,-122.675
wa,us,fireball,47.6063889,-122.3308333
wv,us,cylinder,38.4344444,-82.1325
in,us,other,41.4827778,-87.3327778
wa,us,other,47.6063889,-122.3308333
il,us,other,41.8088889,-88.0111111
bc,ca,light,46.216667,-63.483333
ma,us,rectangle,42.3583333,-71.0602778
de,,fireball,25.740174,-100.378335
md,us,circle,38.2680556,-76.0680556
,au,formation,-35.27603,149.13435
ca,us,light,36.7477778,-119.7713889
fl,us,disk,26.7052778,-80.0366667
md,us,cigar,39.205,-76.6530556
ma,us,light,42.325,-71.0958333
ca,us,circle,33.7797222,-116.4644444
oh,us,cigar,41.52,-81.4888889
ca,us,egg,33.6694444,-117.8222222
nj,us,oval,40.6686111,-74.1147222
bc,ca,light,48.95,-88.283333
in,us,fireball,39.9675,-87.2775
fl,us,unknown,27.1188889,-82.4444444
il,us,oval,40.6936111,-89.5888889
ma,us,light,41.7625,-70.7222222
ca,us,other,41.7355556,-122.6333333
bc,ca,fireball,49.1,-122.65
,,other,-36.797887,175.112792
bc,ca,light,45.666667,-72.15
,,sphere,4.533333,-75.65
wa,us,sphere,47.2152778,-123.0994444
in,us,flash,38.3980556,-85.755
az,us,triangle,33.5805556,-112.2366667
ga,us,sphere,31.1497222,-81.4916667
ok,us,formation,34.0105556,-95.5094444
fl,us,triangle,28.9002778,-81.2638889
mt,us,sphere,46.8722222,-113.9930556
pa,us,light,40.5005556,-75.0730556
va,,unknown,38.780114,-77.386653
mt,us,formation,46.8722222,-113.9930556
tx,us,other,30.2669444,-97.7427778
mt,us,fireball,45.6797222,-111.0377778
az,,circle,34.413056,-110.564444
in,us,light,41.4169444,-87.3652778
,,light,51.765908,0.667367
ca,us,light,34.1975,-119.1761111
pa,us,light,39.7491667,-77.3833333
fl,,unknown,29.042759,-81.92925
wa,us,unknown,47.4830556,-122.2158333
wa,us,chevron,47.9791667,-122.2008333
ca,us,light,33.9791667,-118.0319444
oh,us,oval,39.1619444,-84.4569444
il,us,changing,41.6411111,-88.4472222
fl,us,unknown,28.0341667,-80.5888889
pa,us,unknown,40.0377778,-76.3058333
ca,us,sphere,34.1808333,-118.3080556
mi,us,unknown,42.5030556,-83.1836111
,gb,light,52.583333,-2.133333
pa,us,unknown,40.9866667,-75.195
nj,us,light,40.6366667,-74.9102778
ct,us,sphere,41.9211111,-73.0605556
ks,us,light,37.0758333,-94.6394444
ne,us,circle,40.6766667,-95.8588889
ky,,sphere,36.663447,-87.47739
nc,us,cigar,36.2466667,-77.9569444
,au,light,-27.47101,153.024292
oh,us,cylinder,39.1619444,-84.4569444
in,us,triangle,39.7683333,-86.1580556
wa,us,oval,47.4236111,-120.3091667
co,us,other,40.015,-105.27
ok,us,light,35.0975,-98.7461111
tn,us,light,35.7511111,-86.93
az,us,unknown,32.2216667,-110.9258333
ga,us,changing,32.4608333,-84.9877778
wa,us,light,46.1469444,-122.9072222
oh,us,triangle,40.0580556,-82.4013889
ca,us,light,38.5891667,-121.3016667
ma,us,triangle,42.2208333,-70.9402778
fl,us,other,27.9655556,-82.8002778
ak,us,unknown,64.8377778,-147.7163889
nc,us,,34.7538889,-77.4305556
ca,us,sphere,38.5816667,-121.4933333
tx,us,sphere,30.5080556,-97.6786111
ca,us,circle,33.8536111,-118.1330556
ca,us,sphere,32.7152778,-117.1563889
ca,us,light,33.9166667,-117.8991667
al,,light,32.755965,-88.028907
az,us,circle,33.4933333,-112.3572222
il,us,light,41.6827778,-88.3513889
tx,us,sphere,31.9972222,-102.0775
,,triangle,25.047664,55.181741
ca,us,circle,32.7152778,-117.1563889
il,us,triangle,42.1211111,-88.2577778
on,ca,light,45.416667,-75.7
ak,us,light,64.8377778,-147.7163889
ky,us,unknown,36.8466667,-88.2391667
fl,us,circle,27.2541667,-80.23
nh,us,light,43.3044444,-70.9761111
nh,us,light,43.0716667,-70.7630556
,gb,circle,51.514125,-0.093689
ne,us,other,41.2863889,-96.2341667
tn,us,formation,35.6752778,-83.7558333
pa,us,circle,41.0858333,-79.8336111
ca,us,light,38.2972222,-122.2844444
nj,us,triangle,40.5430556,-74.3636111
sc,us,other,34.7369444,-82.2544444
,,unknown,-27.927513,153.194305
me,us,circle,43.4925,-70.4538889
nm,us,changing,32.2686111,-107.7580556
,,triangle,46.083972,14.506534
mo,,sphere,38.550608,-90.333172
mo,us,cigar,38.6272222,-90.1977778
tn,us,chevron,36.0102778,-84.2697222
id,us,triangle,43.4697222,-111.9658333
bc,ca,sphere,46.216667,-63.483333
wi,us,sphere,42.8666667,-88.3333333
tx,us,light,33.0197222,-96.6986111
in,us,cylinder,37.9747222,-87.5558333
in,us,triangle,39.3622222,-86.0847222
ut,us,sphere,37.6775,-113.0611111
ca,us,sphere,37.3022222,-120.4819444
ak,us,unknown,64.8377778,-147.7163889
mn,us,cigar,44.9444444,-93.0930556
ga,us,cigar,34.3527778,-82.9322222
oh,us,oval,41.0327778,-81.2486111
tx,,disk,31.812438,-106.421321
ga,us,circle,32.6833333,-84.7383333
nh,us,light,44.3877778,-71.1736111
,,light,-8.783195,-124.508523
hi,us,sphere,21.3069444,-157.8583333
la,us,circle,29.4802778,-89.6938889
,au,sphere,-31.95224,115.861397
nh,us,triangle,42.9075,-72.0630556
mi,us,,42.3313889,-83.0458333
ca,us,circle,34.2483333,-117.1883333
nc,,circle,35.24804,-75.539315
ca,,unknown,33.35625,-116.864932
sc,,unknown,33.985138,-81.038162
or,us,light,45.5236111,-122.675
tx,us,other,33.0841667,-96.5763889
md,us,oval,38.6244444,-76.9394444
nj,us,unknown,39.41,-74.365
or,us,light,42.4391667,-123.3272222
tn,,fireball,35.517491,-86.580447
nj,,flash,40.847807,-74.574725
il,,light,40.633125,-89.398528
ak,,light,63.694167,-170.478889
mo,,triangle,37.964253,-91.831833
wa,us,,47.7544444,-122.1622222
la,us,triangle,32.5355556,-93.4108333
ca,us,,37.165,-118.2886111
nv,us,,36.175,-115.1363889
wi,us,circle,42.7341667,-90.4783333
mi,us,triangle,42.8566667,-85.3802778
ca,,other,34.12423,-116.418189
az,,rectangle,34.048928,-111.093731
,gb,light,54.911944,-1.383333
fl,us,cone,28.6986111,-81.3083333
bc,ca,unknown,49.25,-123.133333
nj,us,sphere,40.6638889,-74.2111111
ca,us,chevron,34.1841667,-118.9097222
ca,us,triangle,34.0238889,-118.1711111
az,us,chevron,35.1980556,-111.6505556
fl,us,flash,28.1508333,-82.4616667
or,us,disk,45.1475,-122.5758333
fl,us,triangle,29.1869444,-82.1402778
co,us,flash,39.8027778,-105.0869444
al,us,triangle,34.0469444,-87.5497222
or,us,triangle,43.7977778,-123.0583333
tx,us,chevron,29.7630556,-95.3630556
ny,us,other,40.7141667,-74.0063889
mn,us,other,47.7086111,-91.9444444
,,circle,-40.914234,175.00838
az,us,unknown,35.1980556,-111.6505556
ca,us,triangle,36.2961111,-119.1411111
wa,us,circle,47.6105556,-122.1994444
nh,us,disk,42.7883333,-71.2013889
ky,us,diamond,36.9902778,-86.4436111
mo,us,formation,38.3497222,-94.5888889
ky,us,fireball,36.9902778,-86.4436111
ca,us,cigar,35.18,-120.7308333
ca,us,triangle,37.7416667,-121.1233333
md,us,light,39.6066667,-75.8336111
ct,us,oval,41.5647222,-72.1544444
ca,us,fireball,34.1808333,-118.3080556
,,light,5.263234,100.484623
,,fireball,3.792596,101.858394
co,us,light,39.0916667,-104.8722222
ca,us,fireball,38.3488889,-122.5097222
ca,us,,37.775,-122.4183333
tx,us,formation,32.7833333,-96.8
tx,us,,32.7833333,-96.8
tx,us,sphere,32.7833333,-96.8
oh,us,sphere,40.2986111,-83.0680556
in,us,oval,41.4169444,-87.3652778
tx,,other,31.968599,-99.901813
,gb,fireball,53.533333,-1.116667
,,fireball,1.537886,103.660874
ca,us,sphere,34.9530556,-120.4347222
ca,us,changing,37.3861111,-122.0827778
wa,us,disk,47.6588889,-117.425
wa,us,disk,47.6588889,-117.425
in,us,unknown,41.6833333,-86.25
al,us,chevron,33.5205556,-86.8025
ca,us,triangle,34.0522222,-118.2427778
fl,us,flash,28.5997222,-81.3394444
,au,unknown,-37.813938,144.963425
ga,us,disk,34.9594444,-84.9527778
ca,us,light,33.9163889,-118.3516667
nj,,disk,40.858433,-74.163755
tn,us,other,35.8455556,-86.3902778
nc,us,sphere,35.2619444,-81.1875
nh,us,light,44.8944444,-71.4963889
fl,us,formation,27.8425,-82.6997222
oh,us,formation,40.0697222,-81.8825
on,,light,43.755199,-79.526996
wa,us,sphere,47.3811111,-122.2336111
oh,us,formation,40.0697222,-81.8825
oh,us,formation,40.0697222,-81.8825
ca,us,oval,33.4936111,-117.1475
pa,us,triangle,41.4886111,-75.7088889
,,triangle,58.380685,26.725015
