state,country,shape,latitude,longitude 
fl,us,light,29.1869444,-82.1402778
ca,us,oval,37.3394444,-121.8938889
or,us,light,45.2897222,-122.3325
il,us,triangle,40.6936111,-89.5888889
wi,us,fireball,43.0388889,-87.9063889
oh,us,unknown,39.4452778,-83.8286111
mi,us,light,42.9994444,-83.6163889
il,us,light,41.85,-87.65
ma,us,disk,42.125,-72.75
pa,us,sphere,41.0658333,-75.3202778
az,us,disk,33.4483333,-112.0733333
co,us,egg,40.0375,-107.9125
on,ca,cigar,46.24,-63.21
md,us,flash,39.2672222,-76.7986111
tn,us,diamond,35.4833333,-86.4602778
la,us,fireball,29.5425,-90.3380556
ne,us,light,40.8,-96.6666667
me,us,light,44.8011111,-68.7783333
ia,us,fireball,42.4927778,-92.3427778
pa,us,fireball,41.0144444,-75.6013889
il,us,oval,41.85,-87.65
mn,us,disk,46.7833333,-92.1063889
ct,us,triangle,41.6977778,-72.7241667
wa,us,light,46.9677778,-119.0386111
nm,us,unknown,32.2616667,-108.9138889
ca,us,circle,39.3280556,-120.1822222
or,us,sphere,43.7977778,-123.0583333
oh,us,triangle,39.6427778,-84.2866667
in,us,light,40.4797222,-85.6277778
ri,,other,41.172137,-71.557605
va,us,oval,37.5536111,-77.4605556
ny,us,oval,41.3472222,-73.6613889
ma,us,,41.7013889,-71.1555556
ca,us,circle,32.7152778,-117.1563889
al,,fireball,32.318231,-86.902298
bc,ca,other,46.216667,-63.483333
in,us,cigar,38.2855556,-85.8241667
wa,us,diamond,47.6816667,-122.2075
bc,ca,light,46.216667,-63.483333
ca,us,teardrop,36.6844444,-121.8011111
on,ca,cigar,42.983333,-81.25
tx,us,formation,29.3011111,-94.7975
fl,us,cigar,25.7738889,-80.1938889
pa,us,disk,40.5555556,-75.9822222
or,us,cigar,45.5236111,-122.675
ny,us,disk,40.7141667,-74.0063889
ny,us,cylinder,42.085,-76.0541667
nv,us,light,39.4736111,-118.7763889
ca,us,fireball,37.43,-122.2527778
ny,us,light,40.7397222,-73.9358333
ia,,oval,43.39592,-92.228675
ny,us,rectangle,41.3305556,-74.1872222
on,ca,triangle,43.25,-79.833333
,gb,other,53.533333,-2.616667
nc,us,chevron,35.7330556,-81.3413889
ny,us,cigar,40.7141667,-74.0063889
wa,us,,47.8208333,-121.5538889
ia,us,formation,42.0083333,-91.6438889
co,us,sphere,39.9205556,-105.0861111
tx,us,circle,32.7833333,-96.8
nh,,other,43.755115,-71.396531
wa,us,disk,47.6063889,-122.3308333
ca,us,triangle,34.1591667,-118.5002778
nh,us,unknown,43.5277778,-71.4708333
nh,us,fireball,43.7569444,-71.6886111
nh,us,fireball,43.7569444,-71.6886111
il,us,circle,42.0411111,-87.69
nh,us,sphere,43.5475,-71.4072222
nh,us,changing,43.7547222,-71.3972222
me,us,sphere,43.8005556,-70.1872222
il,us,triangle,42.2711111,-89.0938889
ca,us,circle,37.3394444,-121.8938889
ca,us,light,39.7597222,-121.6208333
or,us,light,45.5236111,-122.675
ca,us,triangle,33.8352778,-117.9136111
hi,,other,22.173725,-159.63933
mi,us,sphere,42.2141667,-83.15
nm,,disk,35.232754,-106.663044
ct,us,light,41.1411111,-73.2641667
ca,us,triangle,35.1552778,-120.6713889
in,us,triangle,39.0908333,-84.85
il,us,disk,42.0072222,-87.9402778
wa,us,circle,47.5675,-122.6313889
tn,us,other,36.5330556,-82.3269444
wa,us,changing,46.9813889,-123.6013889
la,us,sphere,31.5686111,-93.4838889
tn,us,other,36.5330556,-82.3269444
pa,us,disk,39.9522222,-75.1641667
pa,us,disk,39.9522222,-75.1641667
pa,us,disk,39.9522222,-75.1641667
tn,us,,36.5330556,-82.3269444
ma,us,egg,41.9583333,-70.6677778
pa,us,light,40.2291667,-74.9372222
,,light,50.80275,4.652875
az,us,light,34.8697222,-111.7602778
mn,us,light,45.5608333,-94.1622222
or,us,sphere,42.1947222,-122.7083333
ny,us,disk,40.7072222,-73.6763889
ca,us,unknown,33.6694444,-117.8222222
il,us,circle,41.85,-87.65
ut,us,sphere,40.7608333,-111.8902778
ma,us,teardrop,42.3583333,-71.0602778
fl,us,triangle,26.2708333,-80.2708333
mn,us,other,44.81,-95.5452778
tx,us,flash,32.2094444,-99.7963889
ny,,light,43.221667,-74.103889
ny,us,oval,42.4405556,-76.4969444
mi,us,light,43.5977778,-84.7675
pa,us,light,40.8611111,-79.8955556
ca,us,flash,38.1916667,-120.8280556
fl,us,light,26.4611111,-80.0730556
ca,us,triangle,37.3394444,-121.8938889
ca,us,cigar,37.6138889,-122.4858333
co,us,triangle,38.8338889,-104.8208333
mn,us,sphere,44.98,-93.2636111
ma,us,sphere,41.7416667,-70.6583333
,,diamond,18.420695,-64.639968
nm,us,cone,34.2983333,-108.1341667
mo,us,other,37.1766667,-94.5652778
ga,us,unknown,33.7488889,-84.3880556
nj,us,flash,39.8302778,-75.2408333
ut,us,fireball,40.7608333,-111.8902778
on,,disk,42.88475,-82.450903
ct,us,cigar,41.5580556,-73.0519444
az,us,other,33.5091667,-111.8983333
ca,,cylinder,36.778261,-119.417932
ca,us,cigar,38.6786111,-121.7722222
wa,us,cone,47.2358333,-122.5491667
ca,,light,33.873415,-115.900992
tx,us,cylinder,33.5777778,-101.8547222
ca,us,oval,33.6469444,-117.6883333
wa,us,circle,45.6175,-121.1783333
nj,us,circle,39.8266667,-75.0158333
or,us,light,45.5236111,-122.675
nv,us,light,36.175,-115.1363889
pa,us,triangle,40.2330556,-76.1375
va,us,light,39.0436111,-77.4877778
ma,us,cone,42.1130556,-70.8125
ca,us,triangle,38.1041667,-122.2555556
wi,us,disk,43.8013889,-91.2394444
ny,us,unknown,40.7141667,-74.0063889
il,us,disk,42.0111111,-87.8405556
qc,ca,cigar,48.1,-77.9
ca,us,disk,33.9022222,-118.0808333
ca,us,oval,33.9022222,-118.0808333
pa,us,circle,40.2625,-80.1875
il,us,oval,41.6125,-88.7994444
fl,us,triangle,30.3319444,-81.6558333
or,us,light,43.7977778,-123.0583333
or,us,light,42.1947222,-122.7083333
mo,us,cigar,40.3461111,-94.8722222
ca,us,circle,34.1866667,-118.4480556
,,fireball,54.295,-7.465
or,us,flash,42.3266667,-122.8744444
ia,us,light,42.7491667,-91.6711111
wa,us,sphere,47.6588889,-117.425
ny,us,unknown,41.4447222,-74.0161111
mt,us,diamond,48.4633333,-115.8886111
tx,us,triangle,29.7630556,-95.3630556
md,,changing,39.655643,-78.810576
,gb,disk,55.833333,-4.25
,gb,light,51.966667,-0.216667
ca,us,flash,37.9577778,-121.2897222
tx,us,circle,33.6355556,-96.6086111
oh,us,other,39.6477778,-84.5272222
on,,fireball,44.169687,-80.037998
va,us,sphere,38.8402778,-77.4291667
ma,us,light,42.45,-73.2458333
me,us,light,43.6413889,-70.2413889
tx,us,light,33.6258333,-97.1330556
nj,,unknown,39.082614,-74.823779
oh,us,circle,39.1619444,-84.4569444
on,,circle,46.927958,-84.605911
on,ca,light,48.4,-89.233333
ma,us,circle,41.9833333,-71.3333333
il,us,circle,41.85,-87.65
ca,us,circle,32.7447222,-116.9980556
pa,us,unknown,40.6872222,-80.2716667
ar,us,fireball,36.0625,-94.1572222
oh,us,cone,40.7966667,-81.5216667
tx,us,teardrop,30.0266667,-95.8441667
qc,ca,circle,45.5,-73.583333
ny,us,oval,40.7441667,-73.4825
ny,us,oval,40.7441667,-73.4825
on,ca,disk,44.6,-80.583333
,,light,1.352083,103.819836
la,us,light,31.0344444,-91.9755556
ma,us,circle,41.7013889,-71.1555556
wa,us,light,47.7375,-120.3677778
ct,us,sphere,41.9761111,-72.5922222
ca,us,other,38.8916667,-121.2919444
oh,us,light,39.2688889,-84.2638889
ks,us,light,37.9716667,-100.8722222
in,us,sphere,41.6925,-86.9775
az,us,,34.7033333,-113.6105556
co,us,changing,40.8961111,-104.8744444
la,us,changing,32.5230556,-92.6377778
oh,us,fireball,41.3683333,-82.1077778
az,us,circle,31.8541667,-110.9930556
ct,us,light,41.9761111,-72.5922222
,,fireball,35.956389,14.366389
in,us,light,40.0411111,-86.8744444
mo,us,fireball,37.3930556,-94.0936111
wa,us,light,46.6636111,-118.86
mi,us,light,43.2341667,-86.2483333
va,us,light,37.5536111,-77.4605556
ma,us,circle,42.2208333,-70.9402778
pa,us,changing,41.2411111,-77.0013889
,,disk,11.874478,75.370366
ga,us,unknown,33.4486111,-84.455
ri,us,diamond,42.0027778,-71.5152778
az,us,flash,31.3402778,-110.9336111
az,us,circle,32.2216667,-110.9258333
il,us,circle,42.4169444,-88.0738889
ca,us,light,37.725,-122.155
az,us,triangle,32.2216667,-110.9258333
,,unknown,38.482702,-90.761284
co,us,light,39.8027778,-105.0869444
il,us,disk,41.85,-87.65
il,us,circle,42.0372222,-88.2811111
pa,us,other,41.2458333,-75.8816667
wv,us,cylinder,38.4094444,-82.2947222
ga,us,circle,34.2366667,-84.4908333
nv,,,40.599045,-116.874336
ca,,flash,33.387886,-118.41631
,,oval,-2.170998,-79.922359
nv,us,sphere,36.175,-115.1363889
ia,us,,41.5005556,-94.6433333
ks,us,triangle,37.3938889,-97.2808333
ca,us,,40.3858333,-122.2797222
co,,triangle,40.447631,-105.010887
fl,us,disk,27.9472222,-82.4586111
tx,us,other,32.5363889,-94.9425
nj,us,light,40.8852778,-73.9527778
az,us,disk,34.7391667,-112.0091667
az,us,unknown,32.2216667,-110.9258333
pe,ca,triangle,46.233333,-63.133333
hi,us,other,21.3069444,-157.8583333
az,us,cigar,33.0580556,-112.0469444
tx,us,circle,27.8002778,-97.3961111
ca,us,light,38.5816667,-121.4933333
ca,us,circle,32.7447222,-116.9980556
il,us,other,41.8505556,-87.8819444
ca,us,circle,38.9583333,-122.6252778
wy,us,disk,41.7911111,-107.2380556
ny,us,triangle,40.7141667,-74.0063889
ca,us,triangle,34.0194444,-118.4902778
on,ca,fireball,45.55,-78.6
in,us,other,41.1305556,-85.1288889
ca,,triangle,37.865101,-119.538329
nm,,light,36.887089,-106.583182
nb,ca,unknown,46.05,-64.81
fl,us,rectangle,29.2105556,-81.0230556
or,us,light,44.0522222,-123.0855556
fl,us,light,30.2394444,-81.3858333
sc,us,light,34.0005556,-81.035
,,circle,32.3078,-64.7505
nc,us,unknown,35.2269444,-80.8433333
ca,us,light,41.4438889,-120.8691667
nm,us,cylinder,34.0583333,-106.8908333
va,us,triangle,37.5536111,-77.4605556
az,us,light,32.2216667,-110.9258333
tx,us,light,29.7630556,-95.3630556
ca,us,flash,33.7877778,-117.8522222
,,other,-41.365042,146.628491
va,us,sphere,38.9686111,-77.3413889
oh,us,disk,41.6047222,-80.8655556
ma,us,sphere,42.5791667,-71.4383333
tx,us,unknown,30.0463889,-94.885
in,us,light,41.6391667,-87.4547222
ny,us,light,43.3344444,-75.7483333
in,us,light,41.4413889,-85.265
on,ca,circle,42.4,-82.183333
mi,us,light,42.7919444,-83.6277778
,au,other,-38.166667,145.3
tx,,disk,30.057536,-95.190299
nv,us,flash,36.8055556,-114.0663889
nv,us,circle,36.0397222,-114.9811111
az,us,fireball,33.4355556,-112.3488889
az,us,fireball,33.4483333,-112.0733333
mo,us,disk,39.0997222,-94.5783333
ca,us,other,33.7205556,-116.2147222
,,oval,-22.614428,-46.703715
ca,us,cylinder,32.5772222,-116.6266667
oh,us,light,39.9611111,-82.9988889
ca,us,light,34.0522222,-118.2427778
mi,us,diamond,42.3241667,-83.4002778
wv,us,other,40.0638889,-80.7211111
wa,us,light,48.8211111,-119.6322222
in,,other,40.267194,-86.134902
fl,us,rectangle,30.4211111,-87.2169444
wa,us,oval,47.6105556,-122.1994444
il,us,sphere,41.6302778,-87.8538889
id,us,circle,42.5358333,-113.7919444
in,us,oval,41.6619444,-86.1586111
co,us,disk,39.1222222,-104.9166667
nm,us,unknown,35.0844444,-106.6505556
pa,us,cone,41.6563889,-76.8536111
ca,us,sphere,34.0194444,-118.4902778
wa,us,rectangle,47.6447222,-122.6936111
ny,us,sphere,41.6833333,-74.8716667
fl,us,other,26.3180556,-80.1
or,us,circle,45.4177778,-122.4577778
al,us,circle,34.7302778,-86.5861111
nj,us,light,40.6588889,-74.3477778
ca,us,sphere,33.9533333,-117.3952778
nj,us,rectangle,40.4775,-74.6272222
fl,,teardrop,28.681982,-81.249713
wa,us,other,45.5827778,-122.3522222
ab,ca,disk,49.2,-113.316667
or,us,sphere,45.5236111,-122.675
nv,us,rectangle,39.0022222,-119.955
id,us,unknown,43.6136111,-116.2025
fl,us,sphere,28.5555556,-82.4505556
ca,us,other,34.0522222,-118.2427778
il,us,circle,40.5141667,-88.9905556
az,us,light,34.8697222,-111.7602778
mn,us,triangle,47.2372222,-93.53
il,us,sphere,41.9141667,-88.3086111
co,,light,39.550538,-107.324776
ms,us,triangle,33.41,-91.0616667
nj,us,cigar,40.9252778,-74.2769444
mt,us,unknown,46.8722222,-113.9930556
pa,us,light,40.4538889,-75.8183333
la,us,light,32.5091667,-92.1191667
wi,us,light,42.9105556,-87.8605556
il,us,sphere,41.4913889,-87.6744444
il,us,light,41.85,-87.65
mi,us,light,42.6583333,-83.15
co,us,unknown,39.7294444,-104.8313889
or,us,unknown,45.4872222,-122.8025
wa,us,light,47.6063889,-122.3308333
co,us,light,38.8338889,-104.8208333
ca,us,light,33.7475,-116.9711111
mi,us,circle,42.8694444,-85.6447222
or,us,light,44.9583333,-124.0166667
mi,us,unknown,41.7194444,-84.2180556
il,us,light,42.0663889,-87.9372222
mi,us,formation,42.5333333,-83.1463889
ca,us,formation,37.3861111,-122.0827778
mi,us,formation,42.8522222,-83.4430556
ca,us,light,41.6472222,-122.5188889
or,us,other,45.4872222,-122.8025
mi,us,other,42.3369444,-83.2733333
ca,us,unknown,37.3541667,-121.9541667
nd,us,light,48.1333333,-103.6333333
ia,us,light,42.5,-96.4
wy,,formation,44.427963,-110.588455
ia,us,formation,43.1413889,-95.1441667
bc,ca,unknown,49.1,-117.716667
il,us,light,41.7958333,-87.9755556
fl,us,circle,27.7705556,-82.6794444
ca,us,changing,34.2783333,-119.2922222
ky,us,triangle,37.7494444,-85.97
ca,us,other,37.5483333,-121.9875
pa,us,cigar,40.0377778,-76.3058333
ca,us,oval,34.8986111,-117.0219444
ca,us,triangle,37.775,-122.4183333
sc,us,light,32.7922222,-80.1083333
ma,us,light,42.4152778,-71.1569444
pa,us,oval,40.1738889,-80.2463889
va,us,other,37.2708333,-79.9416667
tx,us,fireball,32.895,-97.5455556
ca,us,fireball,33.7427778,-116.2883333
ny,us,cigar,40.7141667,-74.0063889
ut,us,other,40.7608333,-111.8902778
ks,us,light,38.0608333,-97.9294444
ok,us,cigar,36.1397222,-96.1086111
ca,us,light,33.9791667,-118.0319444
ne,us,changing,41.2586111,-95.9375
ct,us,unknown,41.1669444,-73.2052778
fl,us,unknown,29.0255556,-80.9272222
tx,us,disk,32.7833333,-96.8
ar,us,circle,33.7183333,-93.1338889
bc,ca,light,49.25,-123.133333
pa,us,light,40.0505556,-77.5205556
oh,us,changing,39.9241667,-83.8088889
tx,us,oval,33.0197222,-96.6986111
tx,us,teardrop,31.7586111,-106.4863889
on,ca,unknown,42.166667,-82.816667
ms,,disk,32.807891,-90.374835
nh,us,cigar,43.7569444,-71.6886111
pa,us,fireball,40.6855556,-76.1958333
tx,us,light,32.7355556,-97.1077778
on,,chevron,43.045335,-79.285449
ny,us,other,43.9747222,-75.9111111
ca,us,unknown,33.5225,-117.7066667
wi,,triangle,44.990409,-89.661717
ca,us,circle,36.5663889,-121.9455556
tx,us,cylinder,30.4752778,-98.1561111
pa,us,rectangle,40.1791667,-75.1808333
nj,,circle,40.858433,-74.163755
fl,us,diamond,26.3583333,-80.0833333
ny,us,fireball,40.7141667,-74.0063889
pa,us,sphere,40.4405556,-79.9961111
il,us,oval,41.85,-87.65
ny,us,fireball,42.6525,-73.7566667
in,us,light,39.7683333,-86.1580556
nj,us,other,40.8577778,-74.4263889
nj,us,other,40.8577778,-74.4263889
tn,us,circle,36.3047222,-86.62
ca,us,egg,34.0805556,-118.0719444
az,us,formation,33.5805556,-112.2366667
va,us,cigar,38.0683333,-78.8897222
ca,us,rectangle,34.09,-117.8894444
or,us,cross,45.5236111,-122.675
or,us,fireball,45.5236111,-122.675
me,us,diamond,45.6572222,-68.7102778
ia,us,light,41.5244444,-90.5155556
wa,us,light,48.22,-122.685
az,us,sphere,34.53,-112.2405556
ok,us,fireball,35.9447222,-96.065
,,changing,53.726835,-6.874833
ca,us,sphere,33.6102778,-114.5955556
,,other,-26.1625,27.8725
oh,us,oval,39.4352778,-84.2030556
pa,us,cylinder,39.9,-75.2894444
pa,us,fireball,39.7902778,-77.7280556
pa,us,circle,40.6233333,-79.73
az,us,light,32.8338889,-109.7069444
nc,us,triangle,35.9572222,-75.6244444
ca,us,circle,33.7669444,-118.1883333
pa,us,other,40.9583333,-75.975
tn,us,fireball,35.7883333,-83.5544444
ca,us,unknown,38.5816667,-121.4933333
ne,us,circle,40.8,-96.6666667
wv,us,unknown,39.485,-80.1427778
in,us,light,40.4166667,-86.8752778
ia,us,light,41.5033333,-94.3183333
ca,us,circle,37.6688889,-122.0797222
ms,us,disk,34.6580556,-88.5666667
tx,us,sphere,29.3011111,-94.7975
mo,us,circle,38.5925,-90.3572222
nm,us,disk,35.0844444,-106.6505556
oh,us,disk,39.2680556,-84.5230556
in,us,disk,40.8830556,-85.4975
ca,us,cigar,38.2494444,-122.0388889
ut,us,light,40.7608333,-111.8902778
ia,us,other,41.0086111,-91.9625
pa,us,egg,39.9625,-76.7280556
sd,,unknown,43.85538,-102.339691
wy,us,circle,41.14,-104.8197222
on,ca,circle,43.9,-78.866667
il,us,disk,42.0883333,-87.9805556
il,us,disk,42.0883333,-87.9805556
ca,us,light,34.0522222,-118.2427778
mi,,light,42.095043,-83.189648
oh,us,disk,40.8686111,-82.3183333
mn,us,light,44.98,-93.2636111
oh,us,circle,41.2375,-80.8186111
mn,us,circle,46.3580556,-94.2005556
mn,us,light,47.93,-97.0241667
wa,us,disk,47.6588889,-117.425
mn,us,cigar,46.3580556,-94.2005556
ma,us,light,42.4905556,-71.2766667
me,us,cigar,46.9086111,-67.8263889
wv,,triangle,38.379648,-81.763952
ny,us,triangle,41.7855556,-74.2294444
,,cigar,-33.058967,-71.404543
pa,us,sphere,40.7205556,-76.1913889
mi,us,disk,41.7986111,-86.6105556
in,us,changing,39.4666667,-87.4138889
fl,us,circle,28.5380556,-81.3794444
ny,us,disk,41.1180556,-73.9558333
ny,us,light,40.7691667,-73.1155556
nj,us,circle,39.4272222,-75.2344444
tx,us,formation,31.9516667,-97.3211111
wa,us,sphere,47.0380556,-122.8994444
nj,us,light,39.9180556,-75.0716667
va,us,triangle,37.5458333,-77.3280556
ny,us,triangle,42.1783333,-75.625
ca,us,circle,38.5816667,-121.4933333
la,us,oval,30.1258333,-93.0797222
nh,us,sphere,42.7883333,-71.2013889
il,us,cylinder,41.12,-87.8611111
oh,us,circle,41.4527778,-82.1825
az,us,fireball,32.2216667,-110.9258333
ak,us,oval,65.2636111,-166.3608333
ma,us,fireball,42.1944444,-71.8361111
ma,us,light,42.4791667,-71.1527778
tx,us,fireball,30.3116667,-95.4558333
pa,us,oval,40.0336111,-76.5047222
md,us,unknown,39.0702778,-76.5455556
,gb,triangle,51.514125,-0.093689
nm,us,formation,35.0844444,-106.6505556
wa,us,triangle,47.5675,-122.6313889
pq,ca,light,45.533333,-73.516667
de,us,triangle,39.1580556,-75.5247222
id,us,light,44.0077778,-116.9155556
ca,us,oval,36.7477778,-119.7713889
fl,us,rectangle,29.6538889,-82.5233333
ma,us,triangle,42.2208333,-70.9402778
ca,us,other,36.9741667,-122.0297222
wa,us,triangle,48.9391667,-119.4344444
nj,,oval,40.164579,-74.208267
oh,,changing,40.240441,-83.362144
tx,us,circle,33.2469444,-95.8997222
il,us,sphere,38.4902778,-89.7930556
tx,us,cigar,31.4622222,-97.1955556
wi,us,circle,44.1986111,-88.6647222
,gb,cone,52.533333,-2.116667
on,,triangle,46.521858,-84.34609
bc,ca,,54.316667,-130.333333
bc,ca,other,54.316667,-130.333333
bc,ca,other,49.13635335,-122.8213433
ut,us,fireball,37.0475,-112.5255556
wa,us,light,46.3238889,-120.0075
fl,us,light,29.1869444,-82.1402778
pr,us,,18.1913889,-65.9613889
nj,,disk,39.5878,-74.846472
wa,us,other,47.6063889,-122.3308333
az,us,circle,33.8222222,-111.9175
ny,us,circle,43.2416667,-75.2572222
pa,us,triangle,41.8766667,-77.4016667
co,us,light,37.4694444,-105.8694444
tn,us,oval,35.0419444,-89.6644444
de,us,rectangle,39.1580556,-75.5247222
oh,us,light,41.605,-80.9536111
fl,us,circle,30.3319444,-81.6558333
mn,us,egg,45.5861111,-95.9136111
ok,us,sphere,36.3125,-95.6158333
wa,us,circle,47.3483333,-122.1136111
or,,fireball,45.859011,-122.815818
tx,us,oval,32.3069444,-96.0063889
ny,us,chevron,43.1547222,-77.6158333
ca,us,circle,34.3608333,-117.6325
nc,us,circle,35.7913889,-78.7813889
id,us,other,43.6136111,-116.2025
id,us,light,43.6136111,-116.2025
ca,,sphere,37.822705,-121.27661
ct,us,light,41.1669444,-73.2052778
fl,,cylinder,26.548827,-81.583201
,gb,circle,52.166667,-2.166667
pa,us,rectangle,40.4655556,-80.0658333
nv,us,oval,36.175,-115.1363889
pr,us,disk,18.0519444,-67.0597222
wy,us,,41.3113889,-105.5905556
ga,us,circle,33.5177778,-84.6697222
mt,us,fireball,45.8925,-111.5513889
ut,,light,41.382067,-112.154944
wa,us,light,46.6022222,-120.5047222
ca,us,triangle,37.7058333,-121.0838889
va,us,fireball,36.9008333,-82.0802778
tn,us,flash,36.5222222,-82.7136111
co,us,unknown,38.8338889,-104.8208333
ma,us,disk,42.4083333,-71.0125
,gb,unknown,50.9,-1.4
ga,,unknown,31.450463,-83.508497
mo,us,circle,37.3397222,-91.8338889
or,us,changing,44.9430556,-123.0338889
ca,,rectangle,43.294029,-79.991642
sc,us,unknown,34.3983333,-82.2469444
,gb,circle,53.5,-2.216667
nj,,other,40.858433,-74.163755
az,us,unknown,32.2216667,-110.9258333
,au,teardrop,-35.27603,149.13435
ca,us,disk,37.7397222,-121.4241667
sc,us,circle,32.7763889,-79.9311111
hi,us,circle,19.4975,-154.9508333
tn,us,triangle,36.2841667,-82.1727778
,gb,light,51.133333,0.283333
ar,us,circle,36.3711111,-91.8225
,gb,changing,53.166667,-1
on,ca,cylinder,45.416667,-75.7
pa,us,cylinder,40.7336111,-77.8858333
ca,us,other,34.0522222,-118.2427778
md,us,,38.9338889,-76.8969444
nj,us,triangle,40.345,-74.1844444
wa,us,fireball,48.1183333,-123.4294444
ga,us,light,33.5172222,-82.0758333
nh,us,sphere,42.865,-71.3744444
mi,us,triangle,41.9402778,-85.0005556
nv,us,circle,39.5297222,-119.8127778
il,us,triangle,41.5066667,-90.515
mo,us,disk,38.1366667,-93.1694444
il,us,teardrop,41.85,-87.65
ky,us,unknown,37.9,-86.755
,,light,32.794046,34.989571
on,ca,light,42.316667,-82.9
on,ca,light,45.583333,-72
mo,us,light,37.7808333,-90.4216667
tx,us,light,30.5080556,-97.6786111
oh,us,other,39.9611111,-82.9988889
ga,,changing,34.949259,-83.757395
ma,us,oval,42.1616667,-70.7944444
ia,us,other,41.0266667,-92.8055556
nc,us,circle,35.0308333,-76.6933333
ca,us,formation,33.9166667,-117.8991667
or,us,light,42.1947222,-122.7083333
wa,us,unknown,47.6063889,-122.3308333
wa,us,triangle,47.6063889,-122.3308333
wa,us,triangle,47.6063889,-122.3308333
tx,us,other,35.2219444,-101.8308333
tx,,circle,29.542167,-98.524391
oh,us,cigar,39.8772222,-82.2891667
,,circle,54.898521,23.903597
wi,us,formation,44.0816667,-91.3488889
fl,us,fireball,27.7455556,-81.5308333
ca,us,formation,37.775,-122.4183333
al,us,light,30.2458333,-87.7008333
va,us,triangle,39.05,-77.4011111
oh,us,oval,40.2719444,-81.8597222
on,ca,,44.5,-81.366667
ny,us,unknown,40.7141667,-74.0063889
tx,,other,31.968599,-99.901813
nj,us,sphere,39.3702778,-74.5505556
md,us,fireball,39.2402778,-76.8397222
hi,us,sphere,20.0005556,-155.5602778
az,us,changing,32.2216667,-110.9258333
pa,us,egg,39.8494444,-75.3561111
de,us,light,38.7208333,-75.0763889
ca,us,egg,33.9472222,-118.0844444
in,us,fireball,40.4166667,-86.8752778
sc,us,oval,33.6888889,-78.8869444
ms,us,other,33.5405556,-89.2669444
or,us,oval,44.9902778,-123.025
mi,us,light,42.9633333,-85.6680556
ut,us,circle,38.63,-112.12
nh,us,disk,44.2883333,-71.2258333
or,us,disk,44.9430556,-123.0338889
in,us,disk,41.6833333,-86.25
on,ca,sphere,43.25,-79.833333
tn,us,light,36.1627778,-85.5016667
ny,us,light,41.5033333,-74.0108333
nj,us,light,40.4416667,-74.1302778
mo,us,light,39.1697222,-91.8827778
ia,us,light,41.0266667,-92.8055556
az,us,light,33.0580556,-112.0469444
in,us,triangle,40.1933333,-85.3863889
ks,us,sphere,39.9022222,-95.8005556
on,ca,light,43.8,-79.53
co,us,circle,39.7391667,-104.9841667
in,us,triangle,40.1933333,-85.3863889
,,sphere,-34.767834,-58.379253
on,ca,light,43.666667,-79.416667
nc,us,other,35.3186111,-82.4611111
ky,us,light,38.2541667,-85.7594444
oh,us,light,39.9611111,-82.9988889
ks,us,light,39.1836111,-96.5713889
ca,us,fireball,36.8455556,-121.5369444
in,us,light,39.5213889,-85.7769444
mn,us,other,46.7833333,-92.1063889
nd,us,circle,46.9075,-97.345
fl,us,triangle,29.4658333,-81.2580556
ca,us,fireball,34.4208333,-119.6972222
ca,us,changing,34.2572222,-118.6002778
ca,us,light,34.5794444,-118.1155556
fl,us,cigar,27.2936111,-80.3505556
ca,us,sphere,38.8055556,-123.0161111
tn,us,triangle,35.8808333,-84.5086111
nm,,cylinder,37.245443,-107.827839
wa,us,unknown,45.6388889,-122.6602778
co,us,disk,40.4919444,-107.2569444
ca,us,light,36.6116667,-119.5261111
pa,us,cigar,41.0933333,-75.0022222
oh,us,triangle,39.0875,-81.9227778
wa,us,other,47.7558333,-122.3402778
ca,us,cigar,38.2325,-122.6355556
ma,us,circle,42.3708333,-71.1833333
pa,us,light,40.8963889,-78.2208333
oh,us,formation,39.835,-83.4652778
wi,us,light,46.8108333,-90.8180556
,gb,fireball,53.55,-2.116667
ca,us,flash,39.1961111,-121.19
ca,us,other,35.3733333,-119.0177778
il,us,formation,40.9477778,-90.3711111
id,,other,47.400736,-116.917125
ga,us,circle,34.2366667,-84.4908333
pa,us,disk,39.9191667,-75.4919444
tn,us,cross,35.6955556,-85.0008333
ca,us,sphere,37.0058333,-121.5672222
mi,us,rectangle,42.4972222,-82.9372222
ia,us,triangle,42.5,-96.4
ca,us,light,34.1591667,-118.5002778
ca,us,light,34.1591667,-118.5002778
co,us,light,40.015,-105.27
,gb,light,51.1,-0.616667
mi,us,unknown,42.3313889,-83.0458333
mo,us,disk,38.4327778,-90.3775
wa,us,fireball,47.2797222,-122.6044444
,gb,fireball,52.05,-2.716667
il,us,circle,41.6572222,-87.68
il,us,circle,42.2711111,-89.0938889
il,us,circle,42.2711111,-89.0938889
tx,us,light,32.7355556,-97.1077778
on,ca,sphere,42.166667,-82.816667
co,,fireball,33.835849,-118.340629
al,us,oval,33.6597222,-85.8316667
ca,us,sphere,38.2972222,-122.2844444
,,flash,39.90403,116.407526
pa,us,triangle,41.4088889,-75.6627778
wi,us,fireball,43.7730556,-88.4469444
in,us,fireball,40.4166667,-86.8752778
wi,us,rectangle,44.3863889,-88.2886111
nc,us,unknown,35.2619444,-81.1875
wa,us,disk,48.4213889,-122.3327778
ca,,sphere,34.235822,-118.484936
co,us,disk,39.9936111,-105.0891667
ca,us,light,37.3861111,-122.0827778
