"country","datetime","count"
"ca","6/27/2007",1
"ca","6/28/2005",1
"ca","6/28/2008",1
"ca","6/28/2013",1
"ca","6/29/2005",1
"ca","6/29/2007",2
"ca","6/29/2010",1
"ca","6/29/2012",2
"ca","6/29/2013",2
"ca","6/30/2005",1
"ca","6/30/2007",1
"ca","6/30/2009",1
"ca","6/30/2012",2
"ca","6/30/2013",3
"ca","7/13/2005",1
"ca","7/13/2007",1
"ca","7/13/2011",1
"ca","7/13/2012",2
"ca","7/13/2013",2
"ca","7/14/2005",2
"ca","7/14/2006",1
"ca","7/14/2008",1
"ca","7/14/2010",2
"ca","7/14/2012",2
"ca","7/14/2013",1
"ca","7/15/2005",4
"ca","7/15/2006",2
"ca","7/15/2007",1
"ca","7/15/2008",2
"ca","7/15/2011",1
"ca","7/15/2012",1
"ca","7/16/2011",1
"ca","7/16/2012",1
"ca","7/17/2006",2
"ca","7/17/2009",2
"ca","7/18/2005",1
"ca","7/18/2008",1
"ca","7/18/2009",2
"ca","7/18/2010",1
"ca","7/18/2012",1
"ca","7/19/2005",1
"ca","7/19/2008",1
"ca","7/19/2012",1
"ca","7/19/2013",1
"ca","7/20/2007",1
"ca","7/21/2007",2
"ca","7/21/2009",1
"ca","7/21/2012",1
"ca","7/21/2013",2
"ca","7/22/2005",2
"ca","7/22/2011",1
"ca","7/22/2012",2
"ca","7/23/2006",1
"ca","7/23/2011",1
"ca","7/23/2012",1
"ca","7/24/2006",1
"ca","7/24/2007",1
"ca","7/24/2008",1
"ca","7/24/2009",1
"ca","7/24/2010",3
"ca","7/24/2012",1
"ca","7/24/2013",3
"ca","7/25/2005",1
"ca","7/25/2007",1
"ca","7/25/2008",3
"ca","7/25/2009",2
"ca","7/26/2007",1
"ca","7/26/2012",1
"ca","7/27/2005",1
"ca","7/27/2006",4
"ca","7/27/2011",3
"ca","7/27/2012",1
"ca","7/27/2013",1
"ca","7/28/2005",4
"ca","7/28/2006",1
"ca","7/28/2008",1
"ca","7/28/2009",1
"ca","7/28/2010",1
"ca","7/28/2012",1
"ca","7/28/2013",1
"ca","7/29/2005",2
"ca","7/29/2006",1
"ca","7/29/2007",3
"ca","7/29/2008",1
"ca","7/29/2012",3
"ca","7/30/2005",2
"ca","7/30/2007",1
"ca","7/30/2008",1
"ca","7/30/2009",2
"ca","7/30/2012",1
"ca","7/30/2013",2
"ca","7/31/2005",1
"ca","7/31/2006",1
"ca","7/31/2007",1
"ca","7/31/2008",1
"ca","7/31/2009",3
"ca","7/31/2010",1
"ca","7/31/2011",1
"ca","8/13/2006",1
"ca","8/13/2007",1
"ca","8/13/2009",3
"ca","8/13/2011",2
"ca","8/13/2013",1
"ca","8/14/2007",1
"ca","8/14/2008",1
"ca","8/14/2010",1
"ca","8/14/2011",2
"ca","8/14/2012",3
"ca","8/15/2005",2
"ca","8/15/2006",1
"ca","8/15/2007",1
"ca","8/15/2009",2
"ca","8/15/2010",2
"ca","8/15/2012",2
"ca","8/15/2013",1
"ca","8/16/2006",1
"ca","8/16/2007",1
"ca","8/16/2008",1
"ca","8/16/2009",1
"ca","8/16/2011",1
"ca","8/16/2013",1
"ca","8/17/2005",1
"ca","8/17/2008",1
"ca","8/17/2009",1
"ca","8/17/2012",2
"ca","8/17/2013",2
"ca","8/18/2006",1
"ca","8/18/2009",1
"ca","8/18/2010",1
"ca","8/18/2011",1
"ca","8/18/2012",5
"ca","8/18/2013",2
"ca","8/19/2006",1
"ca","8/19/2007",2
"ca","8/19/2008",1
"ca","8/19/2009",1
"ca","8/19/2010",1
"ca","8/19/2012",1
"ca","8/19/2013",1
"ca","8/20/2006",2
"ca","8/20/2011",1
"ca","8/20/2013",1
"ca","8/21/2008",1
"ca","8/21/2009",1
"ca","8/21/2010",1
"ca","8/21/2012",1
"ca","8/22/2006",1
"ca","8/22/2007",1
"ca","8/22/2008",1
"ca","8/22/2012",1
"ca","8/22/2013",4
"ca","8/23/2005",1
"ca","8/23/2006",1
"ca","8/23/2008",1
"ca","8/23/2009",1
"ca","8/23/2013",2
"ca","8/24/2005",1
"ca","8/24/2007",1
"ca","8/24/2009",1
"ca","8/24/2012",1
"ca","8/24/2013",3
"ca","8/25/2005",2
"ca","8/25/2007",1
"ca","8/25/2008",2
"ca","8/25/2009",3
"ca","8/25/2010",1
"ca","8/25/2012",2
"ca","8/25/2013",1
"ca","8/26/2006",1
"ca","8/26/2011",2
"ca","8/26/2012",1
"ca","8/27/2006",1
"ca","8/27/2007",1
"ca","8/27/2008",2
"ca","8/27/2012",2
"ca","8/28/2005",1
"ca","8/28/2006",1
"ca","8/28/2008",1
"ca","8/29/2009",1
"ca","8/29/2010",3
"ca","8/29/2011",1
"ca","8/29/2012",2
"ca","8/29/2013",1
"ca","8/30/2008",1
"ca","8/30/2013",3
"ca","8/31/2007",2
"ca","8/31/2009",2
"ca","8/31/2011",3
"ca","8/31/2013",2
"ca","9/13/2005",1
"ca","9/13/2009",1
"ca","9/13/2013",2
"ca","9/14/2007",1
"ca","9/14/2013",1
"ca","9/15/2006",3
"ca","9/15/2007",2
"ca","9/15/2009",1
"ca","9/15/2011",1
"ca","9/15/2012",2
"ca","9/15/2013",2
"ca","9/16/2006",2
"ca","9/16/2008",1
"ca","9/16/2011",1
"ca","9/16/2012",2
"ca","9/16/2013",2
"ca","9/17/2007",1
"ca","9/17/2008",2
"ca","9/17/2009",3
"ca","9/17/2010",1
"ca","9/18/2008",1
"ca","9/18/2010",2
"ca","9/18/2013",1
"ca","9/19/2005",1
"ca","9/19/2009",2
"ca","9/19/2013",1
"ca","9/20/2007",1
"ca","9/20/2010",1
"ca","9/20/2012",1
"ca","9/20/2013",2
"ca","9/21/2006",1
"ca","9/21/2009",1
"ca","9/21/2011",1
"ca","9/21/2013",1
"ca","9/22/2006",1
"ca","9/22/2007",1
"ca","9/22/2008",1
"ca","9/22/2009",2
"ca","9/22/2010",1
"ca","9/22/2012",2
"ca","9/23/2005",2
"ca","9/23/2006",1
"ca","9/23/2007",2
"ca","9/23/2008",1
"ca","9/23/2009",1
"ca","9/23/2010",1
"ca","9/24/2005",1
"ca","9/24/2006",1
"ca","9/24/2011",1
"ca","9/25/2005",1
"ca","9/25/2009",1
"ca","9/25/2012",1
"ca","9/25/2013",2
"ca","9/26/2006",1
"ca","9/26/2009",1
"ca","9/26/2010",1
"ca","9/27/2006",1
"ca","9/27/2012",1
"ca","9/28/2005",1
"ca","9/28/2010",1
"ca","9/28/2012",3
"ca","9/28/2013",2
"ca","9/29/2007",1
"ca","9/29/2011",1
"ca","9/30/2005",1
"ca","9/30/2007",1
"ca","9/30/2008",1
"ca","9/30/2012",2
"de","01/01/2008",1
"de","01/01/2009",2
"de","01/06/2014",1
"de","01/10/2011",1
"de","03/02/2006",1
"de","03/12/2005",1
"de","04/07/2014",1
"de","05/07/2014",1
"de","05/10/2008",1
"de","06/06/2008",1
"de","06/07/2008",1
"de","06/08/2010",1
"de","07/03/2007",1
"de","08/01/2007",1
"de","08/02/2010",1
"de","08/09/2008",1
"de","08/09/2010",1
"de","09/04/2011",1
"de","09/09/2009",1
"de","09/12/2009",1
"de","1/24/2012",1
"de","10/08/2012",1
"de","10/13/2006",1
"de","10/20/2012",1
"de","11/15/2005",1
"de","12/21/2008",1
"de","12/26/2007",1
"de","3/17/2012",1
"de","3/23/2009",1
"de","4/16/2007",1
"de","4/16/2013",1
"de","4/17/2010",1
"de","4/25/2012",1
"de","5/14/2007",1
"de","6/14/2013",1
"de","6/15/2005",1
"de","6/17/2008",1
"de","6/21/2007",1
"de","6/21/2013",1
"de","6/26/2006",1
"de","6/28/2009",1
"de","6/30/2008",1
"de","7/15/2006",1
"de","7/15/2007",1
"de","7/17/2008",1
"de","7/25/2008",2
"de","7/28/2012",1
"de","7/30/2008",1
"de","8/15/2013",2
"de","8/17/2013",1
"de","8/23/2008",2
"de","8/26/2008",1
"de","9/13/2011",1
"de","9/16/2007",2
"gb","01/01/2005",2
"gb","01/01/2007",1
"gb","01/01/2008",2
"gb","01/01/2009",7
"gb","01/01/2010",6
"gb","01/01/2012",1
"gb","01/01/2013",4
"gb","01/02/2007",1
"gb","01/02/2010",3
"gb","01/02/2014",1
"gb","01/03/2006",3
"gb","01/03/2007",1
"gb","01/03/2009",1
"gb","01/03/2010",1
"gb","01/03/2011",1
"gb","01/04/2005",1
"gb","01/04/2006",1
"gb","01/04/2011",1
"gb","01/04/2014",1
"gb","01/06/2007",1
"gb","01/06/2008",1
"gb","01/06/2009",1
"gb","01/06/2010",1
"gb","01/07/2006",2
"gb","01/07/2007",1
"gb","01/07/2013",1
"gb","01/08/2012",1
"gb","01/09/2005",1
"gb","01/09/2009",1
"gb","01/09/2010",1
"gb","01/09/2013",2
"gb","01/09/2014",1
"gb","01/10/2006",1
"gb","01/10/2009",2
"gb","01/10/2010",1
"gb","01/10/2011",2
"gb","01/11/2008",1
"gb","01/12/2005",1
"gb","01/12/2008",1
"gb","01/12/2013",1
"gb","02/01/2007",1
"gb","02/02/2008",1
"gb","02/02/2014",2
"gb","02/03/2007",3
"gb","02/03/2008",1
"gb","02/03/2012",1
"gb","02/04/2009",1
"gb","02/05/2006",1
"gb","02/06/2006",1
"gb","02/06/2008",1
"gb","02/06/2010",1
"gb","02/07/2005",2
"gb","02/07/2008",1
"gb","02/07/2009",2
"gb","02/07/2010",1
"gb","02/08/2007",1
"gb","02/09/2009",2
"gb","02/10/2008",2
"gb","02/10/2009",4
"gb","02/10/2010",1
"gb","02/10/2012",1
"gb","02/10/2014",1
"gb","02/11/2005",1
"gb","02/11/2008",1
"gb","02/11/2012",1
"gb","02/12/2005",1
"gb","02/12/2006",1
"gb","02/12/2008",1
"gb","02/12/2012",1
"gb","03/01/2007",1
"gb","03/01/2009",1
"gb","03/01/2010",1
"gb","03/03/2006",2
"gb","03/03/2012",1
"gb","03/04/2006",2
"gb","03/04/2007",1
"gb","03/04/2008",1
"gb","03/05/2006",2
"gb","03/05/2009",1
"gb","03/05/2014",1
"gb","03/07/2005",1
"gb","03/07/2007",1
"gb","03/07/2010",2
"gb","03/07/2013",1
"gb","03/08/2014",1
"gb","03/09/2007",1
"gb","03/10/2007",2
"gb","03/10/2011",1
"gb","03/10/2012",1
"gb","03/11/2007",1
"gb","03/11/2010",1
"gb","03/11/2012",1
"gb","03/12/2007",1
"gb","03/12/2010",1
"gb","03/12/2011",1
"gb","04/02/2005",1
"gb","04/02/2014",1
"gb","04/03/2006",1
"gb","04/03/2013",1
"gb","04/04/2006",2
"gb","04/04/2009",3
"gb","04/05/2009",2
"gb","04/05/2011",1
"gb","04/05/2014",1
"gb","04/06/2006",1
"gb","04/06/2008",1
"gb","04/06/2009",1
"gb","04/07/2006",1
"gb","04/07/2008",1
"gb","04/07/2010",1
"gb","04/07/2012",1
"gb","04/08/2008",1
"gb","04/08/2010",1
"gb","04/08/2013",1
"gb","04/09/2007",1
"gb","04/09/2008",1
"gb","04/09/2011",1
"gb","04/09/2014",1
"gb","04/10/2006",1
"gb","04/10/2010",2
"gb","04/11/2005",2
"gb","04/11/2006",3
"gb","04/11/2007",1
"gb","04/11/2010",1
"gb","04/11/2013",1
"gb","04/12/2006",1
"gb","04/12/2007",2
"gb","04/12/2008",3
"gb","04/12/2009",3
"gb","04/12/2012",1
"gb","05/01/2005",1
"gb","05/01/2009",1
"gb","05/02/2005",1
"gb","05/02/2009",2
"gb","05/02/2012",1
"gb","05/03/2009",2
"gb","05/04/2007",1
"gb","05/04/2008",1
"gb","05/05/2005",1
"gb","05/05/2006",1
"gb","05/05/2007",1
"gb","05/05/2010",1
"gb","05/06/2005",1
"gb","05/06/2006",1
"gb","05/06/2009",1
"gb","05/07/2012",1
"gb","05/07/2014",1
"gb","05/09/2008",2
"gb","05/09/2009",5
"gb","05/09/2010",1
"gb","05/09/2012",1
"gb","05/10/2010",1
"gb","05/11/2005",2
"gb","05/11/2006",1
"gb","05/11/2007",1
"gb","05/11/2009",2
"gb","05/11/2010",1
"gb","05/12/2007",1
"gb","05/12/2009",1
"gb","05/12/2010",2
"gb","06/01/2011",1
"gb","06/01/2013",1
"gb","06/02/2009",1
"gb","06/03/2005",1
"gb","06/03/2010",1
"gb","06/04/2010",1
"gb","06/04/2011",1
"gb","06/04/2012",1
"gb","06/05/2007",1
"gb","06/05/2010",3
"gb","06/06/2006",2
"gb","06/06/2009",1
"gb","06/06/2010",1
"gb","06/07/2005",3
"gb","06/07/2008",1
"gb","06/08/2006",2
"gb","06/08/2007",2
"gb","06/08/2008",2
"gb","06/09/2005",1
"gb","06/09/2006",1
"gb","06/09/2009",1
"gb","06/09/2012",2
"gb","06/10/2006",2
"gb","06/10/2010",1
"gb","06/11/2005",2
"gb","06/11/2009",1
"gb","06/11/2010",1
"gb","06/12/2008",1
"gb","06/12/2011",1
"gb","07/01/2005",2
"gb","07/01/2010",1
"gb","07/02/2010",2
"gb","07/03/2007",1
"gb","07/03/2009",2
"gb","07/03/2010",1
"gb","07/04/2008",2
"gb","07/04/2009",3
"gb","07/05/2008",1
"gb","07/05/2009",2
"gb","07/06/2005",1
"gb","07/07/2007",1
"gb","07/07/2008",1
"gb","07/07/2011",1
"gb","07/08/2005",1
"gb","07/08/2006",3
"gb","07/08/2010",1
"gb","07/09/2005",1
"gb","07/10/2006",1
"gb","07/10/2007",1
"gb","07/10/2009",1
"gb","07/10/2010",3
"gb","07/11/2005",1
"gb","07/11/2008",2
"gb","07/11/2009",1
"gb","07/11/2010",3
"gb","07/12/2008",2
"gb","07/12/2009",1
"gb","07/12/2010",1
"gb","08/01/2008",1
"gb","08/02/2006",1
"gb","08/02/2009",1
"gb","08/03/2005",1
"gb","08/03/2008",1
"gb","08/04/2006",1
"gb","08/04/2007",1
"gb","08/04/2008",1
"gb","08/05/2006",1
"gb","08/05/2010",1
"gb","08/05/2013",1
"gb","08/06/2005",1
"gb","08/06/2010",1
"gb","08/07/2008",1
"gb","08/07/2010",1
"gb","08/07/2013",1
"gb","08/08/2005",1
"gb","08/08/2007",1
"gb","08/08/2009",3
"gb","08/08/2011",1
"gb","08/09/2008",1
"gb","08/09/2009",2
"gb","08/10/2007",2
"gb","08/10/2008",1
"gb","08/10/2009",1
"gb","08/10/2010",4
"gb","08/11/2006",1
"gb","08/11/2007",2
"gb","08/11/2009",1
"gb","08/11/2011",1
"gb","08/12/2007",1
"gb","08/12/2008",1
"gb","08/12/2013",1
"gb","09/01/2006",1
"gb","09/02/2005",1
"gb","09/02/2006",1
"gb","09/02/2009",1
"gb","09/03/2013",1
"gb","09/04/2007",1
"gb","09/04/2009",2
"gb","09/04/2010",3
"gb","09/05/2005",1
"gb","09/05/2009",1
"gb","09/08/2007",2
"gb","09/08/2012",2
"gb","09/09/2006",1
"gb","09/09/2007",1
"gb","09/09/2009",2
"gb","09/10/2006",1
"gb","09/10/2007",1
"gb","09/11/2009",2
"gb","09/11/2010",1
"gb","09/12/2009",3
"gb","09/12/2010",1
"gb","1/13/2005",2
"gb","1/13/2009",1
"gb","1/13/2012",1
"gb","1/14/2006",1
"gb","1/14/2012",1
"gb","1/14/2013",1
"gb","1/15/2010",1
"gb","1/16/2006",1
"gb","1/16/2009",1
"gb","1/16/2012",1
"gb","1/18/2009",1
"gb","1/18/2013",1
"gb","1/19/2006",2
"gb","1/19/2012",1
"gb","1/20/2007",2
"gb","1/20/2008",1
"gb","1/20/2011",1
"gb","1/21/2007",1
"gb","1/21/2008",1
"gb","1/23/2010",2
"gb","1/23/2012",2
"gb","1/24/2009",2
"gb","1/25/2009",1
"gb","1/26/2008",2
"gb","1/27/2008",2
"gb","1/27/2011",1
"gb","1/28/2007",1
"gb","1/29/2007",1
"gb","1/30/2007",1
"gb","1/30/2008",1
"gb","10/01/2005",1
"gb","10/01/2013",1
"gb","10/03/2006",1
"gb","10/04/2006",1
"gb","10/04/2009",1
"gb","10/04/2013",1
"gb","10/05/2008",1
"gb","10/05/2013",1
"gb","10/06/2007",3
"gb","10/07/2006",1
"gb","10/07/2008",1
"gb","10/09/2006",1
"gb","10/10/2005",1
"gb","10/10/2006",1
"gb","10/10/2011",1
"gb","10/11/2005",2
"gb","10/11/2006",1
"gb","10/11/2007",1
"gb","10/12/2008",1
"gb","10/13/2005",1
"gb","10/13/2007",1
"gb","10/13/2011",1
"gb","10/13/2012",3
"gb","10/14/2005",1
"gb","10/14/2010",1
"gb","10/16/2007",1
"gb","10/16/2008",1
"gb","10/16/2009",1
"gb","10/17/2007",1
"gb","10/17/2008",1
"gb","10/17/2009",1
"gb","10/17/2013",1
"gb","10/18/2007",2
"gb","10/18/2010",1
"gb","10/18/2012",1
"gb","10/19/2005",1
"gb","10/19/2006",1
"gb","10/19/2007",1
"gb","10/19/2012",1
"gb","10/20/2005",1
"gb","10/21/2005",1
"gb","10/21/2007",1
"gb","10/21/2012",1
"gb","10/22/2008",1
"gb","10/23/2007",2
"gb","10/24/2005",1
"gb","10/24/2006",1
"gb","10/24/2007",2
"gb","10/25/2008",1
"gb","10/25/2011",1
"gb","10/26/2006",2
"gb","10/28/2007",1
"gb","10/28/2010",1
"gb","10/29/2011",1
"gb","10/30/2008",1
"gb","10/30/2009",1
"gb","10/30/2011",2
"gb","10/31/2006",1
"gb","10/31/2007",1
"gb","10/31/2008",2
"gb","10/31/2009",1
"gb","11/01/2005",1
"gb","11/01/2008",1
"gb","11/01/2012",1
"gb","11/02/2005",1
"gb","11/02/2008",1
"gb","11/03/2007",1
"gb","11/04/2005",1
"gb","11/04/2006",6
"gb","11/04/2009",1
"gb","11/04/2012",1
"gb","11/04/2013",1
"gb","11/05/2006",2
"gb","11/05/2009",3
"gb","11/05/2012",1
"gb","11/05/2013",1
"gb","11/07/2008",1
"gb","11/09/2008",1
"gb","11/09/2013",1
"gb","11/11/2007",1
"gb","11/11/2012",1
"gb","11/12/2007",1
"gb","11/12/2010",1
"gb","11/12/2011",1
"gb","11/13/2005",1
"gb","11/13/2010",1
"gb","11/13/2011",1
"gb","11/14/2008",3
"gb","11/14/2009",1
"gb","11/15/2005",1
"gb","11/16/2007",1
"gb","11/17/2005",1
"gb","11/17/2006",1
"gb","11/17/2012",1
"gb","11/18/2005",2
"gb","11/18/2006",1
"gb","11/18/2012",2
"gb","11/19/2005",1
"gb","11/19/2008",1
"gb","11/19/2009",1
"gb","11/20/2005",1
"gb","11/20/2008",1
"gb","11/20/2009",1
"gb","11/21/2006",1
"gb","11/22/2007",1
"gb","11/22/2008",1
"gb","11/22/2009",1
"gb","11/22/2013",1
"gb","11/23/2006",1
"gb","11/23/2013",1
"gb","11/24/2006",2
"gb","11/25/2006",3
"gb","11/26/2006",1
"gb","11/26/2007",1
"gb","11/26/2009",1
"gb","11/27/2005",2
"gb","11/27/2010",1
"gb","11/29/2005",1
"gb","11/30/2005",1
"gb","12/01/2008",1
"gb","12/01/2012",1
"gb","12/02/2005",1
"gb","12/02/2007",1
"gb","12/03/2006",1
"gb","12/03/2009",1
"gb","12/04/2008",1
"gb","12/04/2011",1
"gb","12/06/2007",1
"gb","12/07/2008",1
"gb","12/08/2005",2
"gb","12/08/2009",1
"gb","12/09/2005",1
"gb","12/09/2007",1
"gb","12/09/2010",1
"gb","12/09/2013",1
"gb","12/10/2007",1
"gb","12/10/2008",1
"gb","12/10/2013",1
"gb","12/11/2006",4
"gb","12/11/2012",1
"gb","12/12/2006",2
"gb","12/12/2008",1
"gb","12/12/2011",1
"gb","12/13/2009",1
"gb","12/14/2010",1
"gb","12/14/2011",1
"gb","12/15/2005",1
"gb","12/15/2007",1
"gb","12/15/2008",1
"gb","12/15/2010",1
"gb","12/15/2012",1
"gb","12/18/2007",1
"gb","12/19/2005",1
"gb","12/20/2006",1
"gb","12/20/2008",1
"gb","12/21/2006",1
"gb","12/22/2008",1
"gb","12/22/2009",1
"gb","12/23/2005",2
"gb","12/23/2008",2
"gb","12/23/2010",1
"gb","12/23/2011",1
"gb","12/24/2008",1
"gb","12/24/2009",4
"gb","12/24/2013",1
"gb","12/25/2005",1
"gb","12/25/2008",4
"gb","12/25/2009",1
"gb","12/25/2010",3
"gb","12/25/2012",2
"gb","12/26/2006",1
"gb","12/26/2008",2
"gb","12/26/2009",2
"gb","12/27/2006",1
"gb","12/27/2007",1
"gb","12/27/2008",1
"gb","12/28/2005",1
"gb","12/28/2006",1
"gb","12/28/2008",2
"gb","12/28/2009",1
"gb","12/28/2013",1
"gb","12/29/2006",1
"gb","12/29/2007",1
"gb","12/29/2009",2
"gb","12/30/2008",1
"gb","12/31/2007",1
"gb","12/31/2008",1
"gb","12/31/2009",4
"gb","12/31/2012",2
"gb","2/13/2010",3
"gb","2/14/2006",1
"gb","2/14/2009",1
"gb","2/15/2009",3
"gb","2/16/2006",1
"gb","2/16/2008",1
"gb","2/17/2006",1
"gb","2/17/2008",1
"gb","2/18/2009",1
"gb","2/18/2011",1
"gb","2/18/2013",1
"gb","2/18/2014",1
"gb","2/19/2006",1
"gb","2/19/2011",1
"gb","2/19/2012",1
"gb","2/20/2009",1
"gb","2/21/2006",1
"gb","2/21/2010",1
"gb","2/25/2010",1
"gb","2/26/2007",1
"gb","2/26/2009",1
"gb","2/26/2011",1
"gb","2/26/2014",1
"gb","2/27/2010",1
"gb","2/28/2006",1
"gb","3/13/2005",3
"gb","3/13/2006",1
"gb","3/13/2009",1
"gb","3/13/2011",1
"gb","3/14/2009",1
"gb","3/14/2013",1
"gb","3/15/2007",1
"gb","3/15/2009",2
"gb","3/15/2010",1
"gb","3/16/2005",1
"gb","3/16/2014",1
"gb","3/17/2005",2
"gb","3/17/2007",1
"gb","3/18/2012",1
"gb","3/18/2014",1
"gb","3/19/2006",1
"gb","3/20/2009",2
"gb","3/20/2010",1
"gb","3/20/2014",1
"gb","3/21/2009",2
"gb","3/21/2010",1
"gb","3/22/2009",2
"gb","3/24/2014",1
"gb","3/25/2010",1
"gb","3/26/2013",1
"gb","3/27/2008",1
"gb","3/27/2010",1
"gb","3/30/2006",1
"gb","3/30/2009",1
"gb","3/30/2011",1
"gb","4/13/2009",1
"gb","4/14/2005",1
"gb","4/14/2006",2
"gb","4/14/2007",1
"gb","4/14/2010",1
"gb","4/14/2011",1
"gb","4/15/2005",1
"gb","4/15/2009",1
"gb","4/15/2010",1
"gb","4/15/2012",1
"gb","4/16/2006",1
"gb","4/16/2009",1
"gb","4/17/2006",1
"gb","4/17/2007",1
"gb","4/17/2009",1
"gb","4/18/2009",3
"gb","4/19/2005",1
"gb","4/19/2007",1
"gb","4/19/2009",2
"gb","4/19/2011",1
"gb","4/19/2013",1
"gb","4/19/2014",2
"gb","4/20/2005",1
"gb","4/20/2009",1
"gb","4/21/2007",3
"gb","4/21/2008",1
"gb","4/22/2012",1
"gb","4/23/2007",1
"gb","4/23/2012",1
"gb","4/24/2010",1
"gb","4/24/2011",1
"gb","4/24/2012",1
"gb","4/25/2006",1
"gb","4/26/2008",1
"gb","4/26/2009",2
"gb","4/27/2005",1
"gb","4/27/2014",1
"gb","4/28/2005",1
"gb","4/28/2011",1
"gb","4/29/2005",1
"gb","4/29/2007",1
"gb","5/13/2006",1
"gb","5/13/2008",1
"gb","5/13/2009",1
"gb","5/13/2012",1
"gb","5/14/2006",1
"gb","5/15/2005",6
"gb","5/15/2009",1
"gb","5/15/2010",1
"gb","5/18/2005",1
"gb","5/18/2006",1
"gb","5/18/2010",1
"gb","5/19/2007",1
"gb","5/19/2011",1
"gb","5/20/2006",1
"gb","5/22/2007",2
"gb","5/22/2010",2
"gb","5/22/2012",2
"gb","5/23/2006",1
"gb","5/23/2010",1
"gb","5/24/2009",1
"gb","5/24/2012",1
"gb","5/25/2005",1
"gb","5/25/2012",1
"gb","5/26/2006",1
"gb","5/26/2010",1
"gb","5/28/2009",1
"gb","5/30/2005",1
"gb","5/30/2007",1
"gb","5/30/2009",1
"gb","5/30/2010",1
"gb","5/31/2005",2
"gb","5/31/2006",1
"gb","5/31/2008",1
"gb","5/31/2009",1
"gb","6/13/2007",1
"gb","6/13/2009",1
"gb","6/13/2010",1
"gb","6/14/2007",1
"gb","6/14/2008",1
"gb","6/14/2011",1
"gb","6/15/2008",1
"gb","6/15/2009",1
"gb","6/16/2005",2
"gb","6/16/2007",1
"gb","6/16/2013",1
"gb","6/17/2005",1
"gb","6/18/2009",2
"gb","6/20/2008",1
"gb","6/20/2009",2
"gb","6/21/2008",1
"gb","6/21/2009",2
"gb","6/22/2007",1
"gb","6/22/2008",1
"gb","6/22/2010",1
"gb","6/23/2006",1
"gb","6/23/2007",1
"gb","6/24/2006",1
"gb","6/24/2008",2
"gb","6/24/2010",1
"gb","6/25/2006",1
"gb","6/25/2008",4
"gb","6/25/2009",1
"gb","6/26/2006",1
"gb","6/26/2010",2
"gb","6/26/2013",2
"gb","6/27/2009",1
"gb","6/27/2010",2
"gb","6/29/2008",2
"gb","6/29/2012",1
"gb","6/29/2013",1
"gb","6/30/2005",1
"gb","6/30/2006",1
"gb","6/30/2010",1
"gb","7/13/2006",1
"gb","7/13/2007",1
"gb","7/13/2009",2
"gb","7/14/2005",1
"gb","7/14/2007",1
"gb","7/14/2008",2
"gb","7/15/2005",1
"gb","7/15/2006",1
"gb","7/15/2008",1
"gb","7/15/2012",1
"gb","7/16/2006",4
"gb","7/16/2009",1
"gb","7/16/2013",1
"gb","7/17/2006",1
"gb","7/18/2006",6
"gb","7/18/2009",3
"gb","7/19/2005",1
"gb","7/19/2006",2
"gb","7/20/2008",1
"gb","7/20/2009",1
"gb","7/21/2008",1
"gb","7/21/2009",1
"gb","7/22/2007",1
"gb","7/23/2005",1
"gb","7/23/2009",1
"gb","7/24/2006",1
"gb","7/25/2006",1
"gb","7/25/2007",2
"gb","7/25/2008",1
"gb","7/25/2009",2
"gb","7/26/2006",1
"gb","7/26/2007",2
"gb","7/26/2008",2
"gb","7/27/2006",2
"gb","7/27/2008",2
"gb","7/27/2011",1
"gb","7/28/2006",1
"gb","7/29/2007",1
"gb","7/29/2008",1
"gb","7/30/2006",2
"gb","7/30/2009",1
"gb","7/30/2011",2
"gb","7/30/2013",1
"gb","7/31/2006",1
"gb","7/31/2007",1
"gb","7/31/2010",1
"gb","7/31/2012",1
"gb","7/31/2013",1
"gb","8/13/2006",1
"gb","8/13/2007",2
"gb","8/13/2009",1
"gb","8/14/2006",1
"gb","8/14/2008",1
"gb","8/14/2009",1
"gb","8/14/2010",1
"gb","8/15/2007",1
"gb","8/15/2009",2
"gb","8/15/2012",3
"gb","8/16/2006",1
"gb","8/17/2009",1
"gb","8/18/2006",1
"gb","8/18/2007",1
"gb","8/18/2012",1
"gb","8/19/2005",1
"gb","8/19/2009",2
"gb","8/19/2012",1
"gb","8/20/2005",1
"gb","8/20/2009",2
"gb","8/20/2011",1
"gb","8/21/2005",1
"gb","8/21/2006",3
"gb","8/21/2009",1
"gb","8/21/2011",1
"gb","8/22/2005",1
"gb","8/22/2006",1
"gb","8/22/2009",2
"gb","8/23/2008",1
"gb","8/23/2011",1
"gb","8/24/2005",2
"gb","8/25/2006",1
"gb","8/25/2007",1
"gb","8/25/2013",1
"gb","8/26/2006",1
"gb","8/26/2007",2
"gb","8/27/2006",1
"gb","8/27/2011",2
"gb","8/28/2007",1
"gb","8/28/2009",1
"gb","8/28/2012",1
"gb","8/29/2005",1
"gb","8/29/2009",3
"gb","8/29/2011",1
"gb","8/29/2013",2
"gb","8/30/2005",2
"gb","8/30/2010",1
"gb","8/31/2005",1
"gb","9/15/2007",2
"gb","9/15/2010",1
"gb","9/15/2011",2
"gb","9/16/2006",2
"gb","9/16/2007",1
"gb","9/16/2009",1
"gb","9/17/2009",1
"gb","9/18/2008",2
"gb","9/18/2009",2
"gb","9/19/2008",1
"gb","9/20/2008",1
"gb","9/20/2009",2
"gb","9/21/2006",1
