datetime,latitude,longitude 
3/1/2005,41.823995,-90.538966
3/1/2005,26.1,-80.4
3/1/2005,35.5327778,-90.4205556
3/1/2005,47.2033333,-122.2391667
3/1/2005,35.2219444,-101.8308333
3/1/2005,43.12,-85.56
3/1/2005,36.175,-115.1363889
3/1/2005,38.7508333,-77.4755556
3/1/2005,40.9252778,-74.2769444
3/2/2005,42.2494444,-71.0666667
3/2/2005,41.723956,-87.821157
3/2/2005,37.9408333,-93.2075
3/2/2005,37.9736111,-122.53
3/2/2005,35.4894444,-120.6697222
3/2/2005,41.5627778,-83.6538889
3/2/2005,41.6027778,-87.7438889
3/2/2005,40.633125,-89.398528
3/2/2005,38.9636111,-84.0808333
3/2/2005,33.7488889,-84.3880556
3/2/2005,38.9636111,-84.0808333
3/2/2005,29.6513889,-82.325
3/3/2005,47.8555556,-121.9697222
3/3/2005,37.6688889,-122.0797222
3/3/2005,36.6102778,-88.3147222
3/3/2005,28.065,-81.7888889
3/3/2005,32.8475,-115.5686111
3/3/2005,33.4483333,-112.0733333
3/3/2005,42.7875,-86.1088889
3/3/2005,-22.909938,-47.062633
3/3/2005,33.4483333,-112.0733333
3/3/2005,38.6272222,-90.1977778
3/3/2005,41.4047222,-81.7230556
3/3/2005,43.6136111,-116.2025
3/4/2005,49.516667,-123.916667
3/4/2005,45.5,-73.583333
3/4/2005,41.01,-81.8625
3/4/2005,35.759573,-79.0193
3/4/2005,38.5816667,-121.4933333
3/4/2005,38.9038889,-78.0022222
3/4/2005,43.7569444,-71.6886111
3/4/2005,-35.27603,149.13435
3/4/2005,64.8377778,-147.7163889
3/4/2005,44.65,-63.6
3/4/2005,-33.861481,151.205475
3/4/2005,43.2463889,-78.1938889
3/4/2005,43.133333,-80.75
3/4/2005,43.75,-79.2
3/5/2005,38.6272222,-90.1977778
3/5/2005,38.0280556,-121.8836111
3/5/2005,43.75,-79.2
3/5/2005,41.1827778,-80.7655556
3/5/2005,36.778261,-119.417932
3/5/2005,51.083333,-114.083333
3/5/2005,35.152027,-86.570551
3/5/2005,-28.00029,153.430878
3/5/2005,42.0897222,-76.8080556
3/5/2005,47.7505556,-90.3341667
3/6/2005,43.8386111,-73.7613889
3/6/2005,39.4666667,-87.4138889
3/6/2005,39.4666667,-87.4138889
3/6/2005,40.164579,-74.208267
3/6/2005,47.5002778,-111.3
3/6/2005,53.534531,-7.465322
3/6/2005,40.3275,-80.5961111
3/6/2005,42.903537,-79.617004
3/6/2005,49.1,-122.65
3/6/2005,44.5705556,-71.7591667
3/6/2005,29.8944444,-81.3147222
3/7/2005,34.6980556,-118.1358333
3/7/2005,51.514125,-0.093689
3/7/2005,43.1536111,-93.2008333
3/7/2005,40.9477778,-90.3711111
3/7/2005,-34.751549,149.720856
3/7/2005,47.4538889,-122.3205556
3/7/2005,41.4872222,-120.5413889
3/7/2005,41.4872222,-120.5413889
3/7/2005,29.4238889,-98.4933333
3/7/2005,45.6797222,-111.0377778
3/7/2005,44.0266667,-116.9619444
3/7/2005,34.8238889,-89.9936111
3/7/2005,46.216667,-63.483333
3/8/2005,34.5361111,-117.2902778
3/8/2005,31.7586111,-106.4863889
3/8/2005,44.953703,-93.089958
3/8/2005,47.6063889,-122.3308333
3/8/2005,38.525,-98.5333333
3/8/2005,42.4391667,-123.3272222
3/8/2005,43.7,-79.566667
3/8/2005,43.4666667,-112.0333333
3/8/2005,39.5594444,-120.8258333
3/8/2005,32.7666667,-96.5988889
3/8/2005,39.1405556,-121.6158333
3/8/2005,47.4508333,-122.8261111
3/8/2005,32.697547,-113.953543
3/8/2005,39.9491667,-75.9738889
3/8/2005,-27.47101,153.024292
3/9/2005,38.0386111,-77.6391667
3/9/2005,40.2397222,-76.9202778
3/9/2005,39.395,-86.5625
3/9/2005,37.2386111,-76.51
3/9/2005,35.4372222,-93.6727778
3/9/2005,43.825058,-72.243469
3/9/2005,36.8527778,-75.9783333
3/9/2005,33.0780556,-96.495
3/9/2005,26.7052778,-80.0366667
3/9/2005,38.212012,-86.121915
3/9/2005,36.175,-115.1363889
3/9/2005,26.6583333,-80.2416667
3/10/2005,34.6980556,-118.1358333
3/10/2005,47.4008333,-116.9161111
3/10/2005,44.783333,-75.366667
3/10/2005,29.5847222,-81.2080556
3/10/2005,39.177404,-76.668392
3/10/2005,26.4611111,-80.0730556
3/10/2005,48.7597222,-122.4869444
3/10/2005,47.626208,-122.521245
3/10/2005,38.015304,-7.862731
3/10/2005,46.1469444,-122.9072222
3/10/2005,29.107985,-111.041358
3/10/2005,43.610622,-73.179832
3/10/2005,45.5236111,-122.675
3/10/2005,40.4619444,-74.3386111
3/10/2005,43.8736111,-116.4983333
3/10/2005,42.7469444,-73.7594444
3/10/2005,35.034487,-107.387817
3/10/2005,46.7208333,-92.1038889
3/11/2005,32.3069444,-96.0063889
3/11/2005,-34.603723,-58.381593
3/11/2005,-27.087321,153.415423
3/11/2005,37.9061111,-122.5438889
3/11/2005,31.3511111,-85.3422222
3/11/2005,49.15,-123.916667
3/11/2005,48.277371,8.090001
3/11/2005,45.5230556,-122.9886111
3/11/2005,41.6005556,-93.6088889
3/11/2005,32.6125,-90.0366667
3/11/2005,41.85,-87.65
3/12/2005,39.0669444,-76.6655556
3/12/2005,43.0672222,-78.3916667
3/12/2005,42.1947222,-122.7083333
3/12/2005,50.333333,9.983333
3/12/2005,42.8144444,-89.635
3/12/2005,50.016667,-125.25
3/12/2005,46.1013889,-123.2055556
3/12/2005,49.283763,-122.793206
